Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2020-05-17;34,00;34,00;16,00;50,00;0,00;0,00;0,00;0,00;0,00
2020-05-24;16,00;0,00;48,00;16,00;0,00;16,00;16,00;16,00;0,00
2020-05-31;0,00;0,00;0,00;24,00;0,00;0,00;0,00;16,00;0,00
2020-06-07;30,00;76,00;46,00;16,00;0,00;0,00;15,00;15,00;0,00
2020-06-14;31,00;0,00;0,00;44,56;0,00;0,00;0,00;31,00;15,00
2020-06-21;100,00;0,00;33,33;100,00;15,69;0,00;0,00;17,00;0,00
2020-06-28;16,00;16,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00
2020-07-05;17,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-12;35,00;50,56;0,00;35,00;0,00;0,00;0,00;17,00;0,00
2020-07-19;0,00;9,00;18,00;27,00;0,00;0,00;0,00;0,00;0,00
2020-07-26;18,00;0,00;0,00;74,00;18,00;0,00;0,00;0,00;18,00
2020-08-02;0,00;44,00;27,00;9,00;0,00;0,00;0,00;0,00;0,00
2020-08-09;0,00;17,00;8,00;0,00;0,00;17,00;0,00;0,00;17,00
2020-08-16;16,00;0,00;16,00;16,00;16,00;0,00;0,00;0,00;16,00
2020-08-23;0,00;25,00;8,00;41,00;0,00;0,00;0,00;0,00;0,00
2020-08-30;16,00;66,00;16,00;84,00;0,00;0,00;0,00;16,00;0,00
2020-09-06;33,00;48,53;0,00;48,53;0,00;17,00;17,00;0,00;0,00
2020-09-13;16,00;16,00;34,00;16,00;16,00;0,00;16,00;0,00;0,00
2020-09-20;64,00;16,00;16,00;32,00;0,00;16,00;0,00;0,00;0,00
2020-09-27;83,00;0,00;15,81;0,00;0,00;0,00;0,00;17,00;17,00
2020-10-04;17,00;17,00;0,00;49,11;0,00;0,00;0,00;0,00;35,00
2020-10-11;17,00;17,00;0,00;51,00;34,00;18,00;18,00;0,00;0,00
2020-10-18;35,00;35,00;35,00;17,50;0,00;0,00;0,00;0,00;0,00
2020-10-25;34,00;18,00;18,00;34,00;0,00;0,00;0,00;0,00;0,00
2020-11-01;0,00;16,00;8,00;24,00;0,00;0,00;16,00;0,00;0,00
2020-11-08;17,00;17,00;17,00;49,11;0,00;17,00;0,00;0,00;17,00
2020-11-15;17,00;0,00;17,00;53,13;0,00;0,00;0,00;0,00;0,00
2020-11-22;0,00;17,00;8,00;33,00;0,00;0,00;16,00;16,00;0,00
2020-11-29;33,00;0,00;15,53;33,00;0,00;0,00;0,00;33,00;0,00
2020-12-06;33,00;64,06;15,53;33,00;0,00;0,00;0,00;17,00;33,00
2020-12-13;0,00;34,00;17,00;8,00;0,00;0,00;0,00;33,00;17,00
2020-12-20;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;38,00
2020-12-27;38,00;38,00;58,00;38,00;0,00;0,00;0,00;0,00;0,00
2021-01-03;0,00;17,00;68,00;17,00;0,00;17,00;0,00;0,00;17,00
2021-01-10;17,00;17,00;36,13;72,25;0,00;17,00;0,00;0,00;0,00
2021-01-17;16,00;50,00;16,00;100,00;0,00;0,00;0,00;0,00;0,00
2021-01-24;16,00;50,00;16,00;98,00;0,00;16,00;0,00;16,00;0,00
2021-01-31;0,00;33,00;17,00;58,00;0,00;0,00;16,00;0,00;0,00
2021-02-07;49,00;15,68;33,32;64,68;0,00;0,00;0,00;0,00;17,00
2021-02-14;17,00;0,00;66,11;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-21;0,00;9,00;9,00;95,00;0,00;17,00;0,00;0,00;0,00
2021-02-28;34,00;34,00;0,00;16,00;16,00;0,00;0,00;0,00;17,00
2021-03-07;33,00;15,53;33,00;0,00;0,00;0,00;0,00;33,00;0,00
2021-03-14;15,00;45,00;15,00;73,13;0,00;0,00;0,00;0,00;0,00
2021-03-21;0,00;8,00;17,00;17,00;0,00;0,00;0,00;0,00;0,00
2021-03-28;18,00;0,00;18,00;18,00;0,00;0,00;0,00;0,00;0,00
2021-04-04;53,00;35,33;0,00;35,33;0,00;0,00;0,00;0,00;0,00
2021-04-11;33,00;15,53;0,00;33,00;0,00;0,00;0,00;17,00;0,00
2021-04-18;34,00;0,00;18,00;34,00;0,00;0,00;17,00;17,00;0,00
2021-04-25;16,00;34,00;16,00;34,00;0,00;0,00;0,00;0,00;0,00
2021-05-02;0,00;8,00;8,00;25,00;0,00;0,00;17,00;0,00;0,00
2021-05-09;17,00;17,00;0,00;17,00;0,00;17,00;0,00;0,00;17,00
2021-05-16;49,00;15,68;0,00;49,00;0,00;0,00;0,00;0,00;0,00
2021-05-23;18,00;18,00;36,00;72,00;0,00;0,00;0,00;0,00;0,00
2021-05-30;17,00;34,00;34,00;117,11;0,00;0,00;0,00;0,00;0,00
2021-06-06;17,00;49,11;49,11;64,22;0,00;0,00;0,00;0,00;0,00
2021-06-13;34,00;18,00;0,00;18,00;0,00;0,00;0,00;0,00;0,00
2021-06-20;34,00;34,00;18,00;52,00;0,00;17,00;0,00;17,00;0,00
2021-06-27;17,00;32,11;32,11;66,11;0,00;0,00;0,00;0,00;0,00
2021-07-04;36,00;0,00;0,00;54,00;0,00;0,00;0,00;0,00;0,00
2021-07-11;53,00;17,67;0,00;88,33;0,00;0,00;0,00;0,00;0,00
2021-07-18;0,00;10,00;10,00;40,00;0,00;20,00;0,00;0,00;0,00
2021-07-25;20,00;40,00;0,00;60,00;20,00;0,00;0,00;0,00;0,00
2021-08-01;0,00;10,00;39,00;19,00;0,00;0,00;0,00;19,00;0,00
2021-08-08;60,00;40,00;20,00;60,00;0,00;0,00;0,00;0,00;20,00
2021-08-15;18,00;0,00;36,00;18,00;0,00;0,00;37,00;37,00;18,00
2021-08-22;38,00;38,00;20,00;58,00;0,00;0,00;19,00;0,00;0,00
2021-08-29;19,00;0,00;19,00;59,11;0,00;19,00;0,00;0,00;0,00
2021-09-05;56,00;0,00;18,00;38,00;0,00;0,00;0,00;0,00;19,00
2021-09-12;18,00;18,00;0,00;56,00;0,00;0,00;0,00;0,00;0,00
2021-09-19;37,00;37,00;37,00;54,53;0,00;0,00;0,00;0,00;0,00
2021-09-26;18,00;36,00;18,00;36,00;0,00;0,00;0,00;18,00;18,00
2021-10-03;0,00;14,00;0,00;28,00;0,00;0,00;0,00;0,00;0,00
2021-10-10;26,00;26,00;26,00;52,00;0,00;0,00;0,00;13,00;13,00
2021-10-17;25,00;11,54;0,00;25,00;0,00;13,00;0,00;13,00;13,00
2021-10-24;49,00;37,24;23,52;72,52;0,00;0,00;24,00;12,00;12,00
2021-10-31;24,00;36,00;24,00;12,00;0,00;0,00;0,00;36,00;0,00
2021-11-07;12,00;24,00;36,00;84,00;0,00;0,00;0,00;0,00;0,00
2021-11-14;12,00;60,00;0,00;24,00;0,00;24,00;0,00;0,00;0,00
2021-11-21;12,00;142,00;58,00;130,00;0,00;0,00;23,00;23,00;12,00
2021-11-28;12,00;24,00;12,00;116,00;0,00;0,00;0,00;0,00;0,00
2021-12-05;0,00;30,00;0,00;18,00;0,00;12,00;12,00;12,00;0,00
2021-12-12;37,00;37,00;25,32;62,32;0,00;12,00;0,00;12,00;0,00
2021-12-19;14,00;28,00;0,00;56,00;0,00;0,00;14,00;0,00;0,00
2021-12-26;34,00;68,00;52,00;52,00;0,00;0,00;0,00;17,00;0,00
