Semaine;Nice (FR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR)
2020-03-08;28,00;33,60;5,60;11,20;16,80;0,00;0,00;0,00;0,00;10,50;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2020-03-15;32,00;10,67;10,67;10,67;5,33;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-22;5,00;0,00;5,00;10,00;5,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00
2020-03-29;15,00;10,00;0,00;5,00;5,00;0,00;5,00;0,00;0,00;0,00;3,75;0,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2020-04-05;5,00;20,00;5,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-12;5,00;10,00;15,00;0,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-19;10,00;20,00;5,00;10,00;0,00;0,00;5,00;0,00;0,00;3,33;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2020-04-26;15,00;0,00;0,00;5,00;15,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-03;0,00;0,00;0,00;1,00;2,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00
2020-05-10;0,00;1,00;0,00;2,00;1,00;5,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-17;5,00;5,00;5,00;0,00;5,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-24;16,00;16,00;0,00;10,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2020-05-31;5,00;25,00;0,00;5,00;0,00;0,00;10,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00
2020-06-07;5,00;35,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2020-06-14;22,00;22,00;5,50;0,00;16,50;5,00;0,00;0,00;0,00;11,00;0,00;0,00;7,33;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-21;17,00;39,67;11,33;11,33;0,00;0,00;6,00;17,00;0,00;6,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-28;12,00;30,00;0,00;0,00;12,00;6,00;11,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;6,00;0,00;6,00;0,00;0,00;0,00
2020-07-05;24,00;24,00;0,00;0,00;24,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00
2020-07-12;6,00;72,00;0,00;6,00;12,00;19,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;25,00;6,00;0,00;0,00;0,00
2020-07-19;32,00;101,33;5,33;21,33;21,33;0,00;0,00;0,00;0,00;14,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00
2020-07-26;13,00;104,00;32,50;32,50;13,00;0,00;19,00;6,00;0,00;6,50;0,00;0,00;6,50;6,00;0,00;0,00;19,00;0,00;0,00;6,00;0,00
2020-08-02;32,00;74,67;26,67;16,00;32,00;0,00;6,00;6,00;0,00;0,00;7,11;0,00;7,11;6,00;0,00;6,00;6,00;0,00;6,00;0,00;0,00
2020-08-09;6,00;96,00;12,00;0,00;36,00;12,00;0,00;0,00;13,00;6,00;0,00;12,00;0,00;0,00;6,00;0,00;6,00;0,00;6,00;0,00;0,00
2020-08-16;45,00;130,00;20,00;5,00;0,00;6,00;13,00;6,00;0,00;6,92;6,92;0,00;0,00;0,00;0,00;6,00;26,00;0,00;0,00;0,00;0,00
2020-08-23;37,00;31,71;5,29;5,29;52,86;0,00;6,00;6,00;6,00;6,73;0,00;0,00;0,00;6,00;6,00;0,00;6,00;0,00;0,00;0,00;0,00
2020-08-30;49,00;53,90;9,80;0,00;24,50;12,00;6,00;6,00;0,00;7,00;0,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-06;24,00;38,40;28,80;4,80;9,60;0,00;0,00;6,00;0,00;13,71;0,00;0,00;6,86;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-13;12,00;60,00;6,00;6,00;0,00;0,00;6,00;12,00;0,00;12,00;0,00;0,00;8,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-20;18,00;60,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;10,80;7,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-27;18,00;18,00;6,00;0,00;0,00;6,00;6,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-04;6,00;30,00;6,00;12,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00
2020-10-11;0,00;5,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
