Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Les Arcs (FR);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-06-23;31,00;0,00;10,33;10,33;31,00;10,00;0,00;0,00;0,00;0,00;21,00;0,00;0,00;0,00;0,00;0,00;21,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-30;10,00;0,00;0,00;0,00;20,00;0,00;0,00;10,00;0,00;0,00;21,00;10,00;0,00;0,00;0,00;21,00;10,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-07;10,00;10,00;10,00;10,00;10,00;0,00;10,00;0,00;0,00;10,00;0,00;0,00;10,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-14;32,00;21,68;21,68;10,32;10,32;43,00;22,00;0,00;0,00;0,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-21;34,00;11,69;45,69;11,69;22,31;11,00;11,00;0,00;0,00;23,00;11,00;11,00;0,00;0,00;11,00;11,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-28;11,00;11,00;11,00;23,10;0,00;33,00;11,00;0,00;0,00;11,00;0,00;11,00;0,00;0,00;11,00;11,00;11,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00
2019-08-04;21,00;10,50;0,00;0,00;0,00;11,00;0,00;11,00;0,00;11,00;21,00;11,00;0,00;11,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;11,00;0,00;0,00;0,00
2019-08-11;0,00;0,00;0,00;10,00;0,00;30,00;0,00;10,00;10,00;20,00;10,00;10,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;10,00;0,00;0,00;0,00;0,00
2019-08-18;42,00;0,00;10,50;10,50;31,50;11,00;42,00;0,00;0,00;32,00;0,00;0,00;11,00;0,00;0,00;11,00;0,00;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-25;20,00;20,00;20,00;20,00;0,00;10,00;10,00;30,00;20,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-01;49,00;58,38;9,38;19,81;19,81;10,00;29,00;0,00;0,00;0,00;20,00;0,00;0,00;0,00;0,00;10,00;0,00;20,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00
2019-09-08;10,00;31,11;21,11;0,00;41,11;20,00;0,00;10,00;20,00;20,00;0,00;10,00;10,00;0,00;10,00;0,00;0,00;10,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
