Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2020-05-17;29,00;0,00;9,28;19,72;0,00;0,00;39,00;19,00;29,00
2020-05-24;58,00;9,28;9,28;19,72;0,00;0,00;0,00;0,00;10,00
2020-05-31;64,00;9,31;9,31;0,00;0,00;0,00;0,00;9,00;0,00
2020-06-07;47,00;18,80;9,40;18,80;18,80;0,00;0,00;19,00;19,00
2020-06-14;39,00;0,00;10,32;49,32;0,00;0,00;10,00;0,00;10,00
2020-06-21;31,00;0,00;0,00;10,33;0,00;0,00;0,00;10,00;0,00
2020-06-28;41,00;0,00;20,50;30,75;0,00;0,00;0,00;10,00;0,00
2020-07-05;32,00;20,57;20,57;20,57;0,00;0,00;21,00;0,00;0,00
2020-07-12;56,00;11,67;33,83;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-19;23,00;0,00;11,50;11,50;0,00;0,00;0,00;0,00;0,00
2020-07-26;23,00;11,50;0,00;23,00;0,00;0,00;11,00;0,00;0,00
2020-08-02;69,00;11,50;23,00;11,50;0,00;0,00;0,00;0,00;11,00
2020-08-09;45,00;11,54;11,54;55,38;0,00;0,00;0,00;0,00;0,00
2020-08-16;57,00;22,80;11,40;11,40;11,40;11,00;0,00;0,00;0,00
2020-08-23;0,00;19,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00
2020-08-30;33,00;21,62;21,62;43,24;10,24;0,00;0,00;11,00;0,00
2020-09-06;11,00;11,00;57,44;23,22;0,00;0,00;11,00;0,00;11,00
2020-09-13;0,00;0,00;9,00;45,00;0,00;0,00;21,00;10,00;0,00
2020-09-20;21,00;10,50;31,50;31,50;0,00;0,00;10,00;10,00;0,00
2020-09-27;0,00;9,00;0,00;27,00;0,00;0,00;11,00;21,00;11,00
2020-10-04;33,00;10,61;33,00;10,61;10,61;0,00;0,00;0,00;22,00
2020-10-11;12,00;24,00;24,00;24,00;0,00;12,00;0,00;0,00;0,00
2020-10-18;11,00;0,00;11,00;11,00;0,00;0,00;0,00;0,00;0,00
2020-10-25;22,00;22,00;10,42;22,00;0,00;0,00;11,00;22,00;0,00
2020-11-01;21,00;10,50;0,00;31,50;0,00;0,00;0,00;21,00;0,00
2020-11-08;33,00;0,00;11,38;11,38;0,00;0,00;0,00;22,00;11,00
2020-11-15;44,00;0,00;0,00;22,00;0,00;0,00;0,00;11,00;22,00
2020-11-22;11,00;11,00;0,00;11,00;11,00;0,00;21,00;0,00;11,00
2020-11-29;76,00;0,00;32,74;10,52;10,52;0,00;11,00;0,00;0,00
2020-12-06;11,00;23,22;23,22;34,22;0,00;0,00;11,00;0,00;0,00
2020-12-13;11,00;23,22;23,22;34,22;0,00;0,00;11,00;11,00;11,00
2020-12-20;0,00;0,00;10,00;0,00;0,00;0,00;12,00;0,00;0,00
2020-12-27;35,00;0,00;11,67;82,83;11,67;0,00;0,00;23,00;0,00
2021-01-03;53,00;20,74;10,37;42,63;0,00;0,00;11,00;11,00;0,00
2021-01-10;22,00;22,00;0,00;11,58;0,00;0,00;0,00;0,00;0,00
2021-01-17;32,00;0,00;0,00;20,57;10,29;0,00;11,00;0,00;0,00
2021-01-24;21,00;21,00;10,50;21,00;0,00;0,00;21,00;0,00;0,00
2021-01-31;32,00;10,29;21,71;32,00;0,00;0,00;22,00;0,00;22,00
2021-02-07;22,00;0,00;10,42;10,42;0,00;0,00;0,00;0,00;32,00
2021-02-14;45,00;0,00;0,00;45,00;0,00;0,00;0,00;0,00;0,00
2021-02-21;0,00;0,00;10,00;48,00;19,00;0,00;11,00;0,00;0,00
2021-02-28;45,00;0,00;11,54;21,92;0,00;0,00;0,00;0,00;0,00
2021-03-07;34,00;0,00;11,72;34,00;0,00;0,00;0,00;0,00;0,00
2021-03-14;11,00;11,00;11,00;0,00;0,00;0,00;11,00;21,00;0,00
2021-03-21;12,00;0,00;24,00;12,00;0,00;0,00;24,00;12,00;0,00
2021-03-28;37,00;12,72;24,28;37,00;0,00;0,00;0,00;0,00;12,00
2021-04-04;57,00;11,63;11,63;33,73;0,00;0,00;0,00;0,00;11,00
2021-04-11;33,00;11,38;0,00;43,24;0,00;0,00;0,00;0,00;0,00
2021-04-18;11,00;11,00;31,90;41,80;11,00;0,00;22,00;0,00;0,00
2021-04-25;11,00;0,00;0,00;57,44;0,00;0,00;0,00;0,00;0,00
2021-05-02;11,00;0,00;0,00;31,90;0,00;0,00;0,00;0,00;0,00
2021-05-09;11,00;11,00;11,00;11,00;0,00;0,00;0,00;11,00;0,00
2021-05-16;23,00;23,00;23,00;57,50;0,00;0,00;0,00;0,00;0,00
2021-05-23;46,00;0,00;11,50;0,00;23,00;0,00;0,00;0,00;11,00
2021-05-30;11,00;0,00;0,00;20,90;0,00;0,00;23,00;0,00;11,00
2021-06-06;23,00;11,50;11,50;23,00;11,50;0,00;0,00;12,00;0,00
2021-06-13;34,00;11,33;11,33;34,00;0,00;0,00;11,00;0,00;11,00
2021-06-20;61,00;0,00;0,00;11,73;0,00;0,00;12,00;0,00;12,00
2021-06-27;12,00;0,00;12,00;25,20;0,00;0,00;0,00;24,00;0,00
2021-07-04;48,00;0,00;0,00;0,00;0,00;0,00;12,00;24,00;12,00
2021-07-11;48,00;11,43;11,43;48,00;0,00;0,00;0,00;12,00;0,00
2021-07-18;12,00;34,91;45,82;22,91;0,00;0,00;0,00;0,00;12,00
2021-07-25;48,00;35,43;11,43;48,00;0,00;0,00;0,00;0,00;0,00
2021-08-01;49,00;0,00;24,50;0,00;0,00;0,00;12,00;0,00;0,00
2021-08-08;63,00;12,60;25,20;25,20;0,00;0,00;13,00;0,00;0,00
2021-08-15;49,00;36,47;12,53;49,00;0,00;0,00;12,00;0,00;0,00
2021-08-22;65,00;0,00;0,00;12,77;0,00;0,00;13,00;0,00;0,00
2021-08-29;26,00;26,00;13,00;13,00;0,00;0,00;0,00;26,00;0,00
2021-09-05;40,00;0,00;13,71;40,00;0,00;13,00;13,00;13,00;0,00
2021-09-12;13,00;26,00;13,00;13,00;0,00;0,00;0,00;25,00;0,00
2021-09-19;87,00;25,52;0,00;25,52;0,00;0,00;0,00;0,00;0,00
2021-09-26;38,00;25,33;25,33;25,33;0,00;0,00;0,00;0,00;0,00
2021-10-03;38,00;18,42;9,21;18,42;0,00;0,00;19,00;9,00;9,00
2021-10-10;18,00;18,00;34,88;25,88;9,00;0,00;18,00;0,00;0,00
