Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2019-08-18;79,00;26,76;0,00;0,00;0,00;53,00;0,00;0,00;0,00;0,00;292,96;79,00;0,00;0,00;0,00;26,33;26,33;27,16;130,84;0,00;79,00
2019-08-25;77,00;25,25;0,00;25,25;0,00;26,00;0,00;0,00;26,00;0,00;176,46;128,33;0,00;0,00;0,00;73,79;0,00;0,00;77,00;0,00;24,84
2019-09-01;0,00;20,00;20,00;0,00;0,00;25,00;0,00;0,00;50,00;0,00;92,00;62,00;0,00;0,00;0,00;30,00;0,00;0,00;0,00;0,00;10,00
2019-09-08;25,00;48,75;48,75;0,00;0,00;25,00;0,00;25,00;0,00;0,00;96,88;168,75;0,00;0,00;0,00;96,88;0,00;0,00;125,00;25,00;50,00
2019-09-15;76,00;51,53;0,00;0,00;0,00;25,00;0,00;0,00;0,00;0,00;155,30;155,30;0,00;0,00;0,00;102,43;26,43;0,00;50,67;0,00;0,00
2019-09-22;74,00;48,48;0,00;0,00;0,00;49,00;0,00;0,00;25,00;0,00;122,26;96,52;0,00;0,00;0,00;23,55;0,00;0,00;125,03;0,00;0,00
2019-09-29;50,00;74,36;24,36;0,00;0,00;25,00;0,00;0,00;0,00;0,00;203,33;26,67;0,00;0,00;0,00;26,67;0,00;0,00;50,00;0,00;0,00
2019-10-06;25,00;25,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;93,75;46,88;0,00;0,00;0,00;25,00;25,00;0,00;25,00;0,00;25,00
2019-10-13;25,00;0,00;76,32;0,00;0,00;25,00;0,00;0,00;0,00;0,00;96,88;46,88;0,00;0,00;0,00;118,75;0,00;0,00;25,00;0,00;0,00
2019-10-20;48,00;48,00;24,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;188,80;22,40;0,00;0,00;0,00;0,00;22,40;0,00;25,26;0,00;0,00
