Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2020-06-14;61,00;219,60;12,20;24,40;12,20;20,00;25,00;10,00;25,00;10,00;0,00;5,00;0,00
2020-06-21;48,00;204,00;6,00;12,00;12,00;11,00;32,00;0,00;0,00;5,00;0,00;16,00;0,00
2020-06-28;31,00;310,00;10,33;20,67;20,67;31,00;21,00;10,00;10,00;10,00;5,00;0,00;0,00
2020-07-05;96,00;320,00;21,33;21,33;32,00;11,00;16,00;21,00;11,00;16,00;5,00;5,00;0,00
2020-07-12;46,00;322,00;23,00;0,00;46,00;34,00;40,00;12,00;6,00;23,00;29,00;12,00;11,00
2020-07-19;53,00;402,80;10,60;10,60;53,00;35,00;29,00;6,00;12,00;12,00;23,00;6,00;12,00
2020-07-26;47,00;364,25;11,75;11,75;23,50;41,00;24,00;12,00;12,00;6,00;6,00;18,00;6,00
2020-08-02;90,00;303,75;22,50;22,50;11,25;18,00;6,00;0,00;6,00;12,00;0,00;0,00;6,00
2020-08-09;73,00;333,71;20,86;31,29;10,43;17,00;34,00;6,00;17,00;17,00;6,00;0,00;0,00
2020-08-16;51,00;132,60;20,40;20,40;10,20;17,00;11,00;0,00;11,00;6,00;6,00;0,00;0,00
2020-08-23;44,00;165,00;0,00;11,00;0,00;22,00;16,00;11,00;11,00;5,00;5,00;5,00;5,00
2020-08-30;27,00;175,50;0,00;27,00;27,00;5,00;5,00;11,00;0,00;0,00;0,00;0,00;0,00
2020-09-06;11,00;187,00;5,50;11,00;22,00;5,00;0,00;11,00;0,00;5,00;0,00;0,00;0,00
2020-09-13;6,00;84,00;0,00;6,00;6,00;17,00;6,00;11,00;11,00;6,00;11,00;0,00;0,00
2020-09-20;11,00;176,00;11,00;22,00;5,50;0,00;0,00;5,00;0,00;5,00;5,00;0,00;5,00
2020-09-27;0,00;12,00;0,00;0,00;1,00;17,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00
2020-10-04;0,00;11,00;0,00;1,00;0,00;0,00;0,00;6,00;0,00;6,00;0,00;0,00;6,00
2020-10-11;0,00;11,00;1,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-18;12,00;144,00;12,00;24,00;12,00;18,00;0,00;12,00;0,00;12,00;0,00;0,00;0,00
2020-10-25;6,00;36,00;0,00;0,00;6,00;0,00;0,00;6,00;0,00;6,00;0,00;0,00;0,00
2020-11-01;11,00;55,00;0,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00
2020-11-08;6,00;54,00;0,00;6,00;0,00;0,00;0,00;12,00;0,00;0,00;12,00;0,00;0,00
2020-11-15;6,00;54,00;0,00;0,00;0,00;0,00;0,00;18,00;12,00;0,00;0,00;0,00;0,00
2020-11-22;17,00;76,50;0,00;0,00;8,50;0,00;6,00;0,00;12,00;0,00;6,00;0,00;0,00
2020-11-29;6,00;48,00;0,00;6,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00
2020-12-06;6,00;84,00;0,00;0,00;6,00;6,00;0,00;12,00;0,00;0,00;6,00;0,00;0,00
2020-12-13;6,00;36,00;6,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2020-12-20;6,00;30,00;12,00;0,00;0,00;6,00;6,00;6,00;6,00;13,00;0,00;0,00;0,00
2020-12-27;12,00;108,00;12,00;0,00;12,00;0,00;0,00;13,00;0,00;6,00;0,00;0,00;0,00
2021-01-03;0,00;8,00;1,00;0,00;1,00;6,00;6,00;6,00;0,00;12,00;0,00;0,00;0,00
2021-01-10;17,00;51,00;0,00;8,50;8,50;6,00;0,00;11,00;0,00;6,00;0,00;0,00;0,00
2021-01-17;0,00;10,00;0,00;0,00;2,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00
2021-01-24;6,00;54,00;6,00;0,00;0,00;6,00;6,00;11,00;0,00;0,00;0,00;0,00;0,00
2021-01-31;11,00;55,00;0,00;0,00;11,00;0,00;6,00;11,00;0,00;0,00;0,00;0,00;6,00
2021-02-07;6,00;48,00;6,00;6,00;6,00;12,00;0,00;6,00;6,00;6,00;0,00;6,00;0,00
2021-02-14;0,00;7,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00
2021-02-21;12,00;72,00;0,00;12,00;0,00;6,00;6,00;12,00;0,00;6,00;0,00;0,00;6,00
2021-02-28;0,00;9,00;0,00;1,00;1,00;0,00;6,00;12,00;6,00;6,00;0,00;0,00;0,00
2021-03-07;11,00;110,00;11,00;11,00;0,00;11,00;6,00;6,00;0,00;11,00;0,00;6,00;0,00
2021-03-14;32,00;106,67;10,67;0,00;5,33;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00
2021-03-21;6,00;42,00;0,00;6,00;6,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00
2021-03-28;6,00;54,00;6,00;6,00;6,00;0,00;12,00;6,00;6,00;0,00;0,00;0,00;0,00
2021-04-04;0,00;9,00;0,00;0,00;1,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00
2021-04-11;6,00;66,00;0,00;12,00;6,00;12,00;0,00;0,00;6,00;12,00;0,00;0,00;0,00
2021-04-18;18,00;72,00;9,00;9,00;9,00;18,00;0,00;6,00;6,00;6,00;6,00;0,00;0,00
2021-04-25;18,00;108,00;9,00;0,00;9,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00
