Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2020-01-05;68,00;872,67;11,33;34,00;45,33;42,00;43,00;54,00;24,00;7,00;23,00;2,00;7,00
2020-01-12;100,00;1000,00;12,50;25,00;50,00;46,00;40,00;51,00;20,00;12,00;15,00;3,00;5,00
2020-01-19;92,00;1090,86;13,14;39,43;52,57;36,00;39,00;41,00;21,00;16,00;14,00;9,00;5,00
2020-01-26;67,00;871,00;13,40;26,80;40,20;32,00;24,00;34,00;24,00;14,00;12,00;7,00;5,00
2020-02-02;59,00;743,40;11,80;23,60;35,40;42,00;24,00;34,00;19,00;14,00;14,00;10,00;2,00
2020-02-09;71,00;863,83;11,83;23,67;35,50;52,00;25,00;45,00;25,00;22,00;10,00;8,00;5,00
2020-02-16;77,00;936,83;12,83;51,33;51,33;35,00;23,00;38,00;27,00;13,00;20,00;10,00;2,00
2020-02-23;60,00;876,00;12,00;36,00;48,00;44,00;42,00;26,00;23,00;18,00;15,00;11,00;5,00
2020-03-01;42,00;994,00;14,00;56,00;56,00;37,00;31,00;19,00;15,00;31,00;15,00;3,00;2,00
2020-03-08;65,00;1027,00;13,00;39,00;39,00;42,00;26,00;32,00;10,00;13,00;5,00;5,00;2,00
2020-03-15;45,00;652,50;11,25;45,00;45,00;55,00;27,00;19,00;14,00;19,00;3,00;3,00;2,00
2020-03-22;30,00;645,00;15,00;45,00;30,00;22,00;22,00;19,00;11,00;13,00;6,00;5,00;3,00
2020-03-29;32,00;373,33;10,67;10,67;21,33;17,00;14,00;12,00;9,00;11,00;3,00;2,00;3,00
2020-04-05;29,00;551,00;14,50;14,50;29,00;28,00;18,00;18,00;8,00;19,00;3,00;3,00;2,00
2020-04-12;33,00;374,00;11,00;22,00;22,00;15,00;13,00;27,00;7,00;6,00;9,00;3,00;3,00
2020-04-19;32,00;309,33;10,67;10,67;10,67;25,00;10,00;6,00;15,00;12,00;7,00;3,00;1,00
2020-04-26;14,00;364,00;14,00;28,00;28,00;15,00;18,00;19,00;3,00;11,00;2,00;0,00;0,00
2020-05-03;9,00;270,00;9,00;9,00;18,00;18,00;12,00;16,00;9,00;9,00;5,00;3,00;0,00
2020-05-10;26,00;338,00;13,00;26,00;26,00;23,00;15,00;12,00;15,00;8,00;8,00;3,00;0,00
