Semaine;Nice (FR);Paris (FR);London (GB);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2021-01-10;17,00;51,00;161,50;59,50;38,25;0,00;110,50;38,25;25,50;93,50;4,25;102,00;5,67;11,33;17,00;5,67;23,18;6,18;6,18;17,00;5,10;0,00;5,10;11,90;0,00;5,67;11,33;35,13;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2021-01-17;0,00;10,00;11,00;7,00;7,00;0,00;22,00;5,00;3,00;7,00;6,00;18,00;0,00;6,00;16,00;0,00;8,00;30,00;11,00;23,00;0,00;10,00;23,00;3,00;0,00;0,00;10,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-24;6,00;54,00;48,00;18,00;30,00;6,00;66,00;12,00;18,00;72,00;24,00;96,00;6,00;12,00;6,00;0,00;12,00;22,50;0,00;16,50;6,00;20,00;0,00;0,00;6,00;6,00;12,00;12,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00
2021-01-31;11,00;55,00;121,00;77,00;55,00;0,00;60,50;27,50;25,67;36,67;14,67;36,67;11,00;22,00;16,50;0,00;26,13;11,00;5,50;5,50;0,00;11,00;40,86;11,00;5,50;0,00;11,00;16,50;0,00;0,00;0,00;0,00;11,00;6,00;0,00
2021-02-07;6,00;48,00;30,00;42,00;30,00;6,00;72,00;18,00;9,00;66,00;6,00;48,00;21,00;27,00;12,00;6,00;30,00;18,00;12,00;30,00;10,50;10,50;10,50;6,00;0,00;0,00;6,00;13,20;6,00;6,00;0,00;6,00;0,00;0,00;0,00
2021-02-14;0,00;7,00;8,00;6,00;3,00;1,00;5,00;4,00;3,00;8,00;9,00;25,00;4,00;4,00;4,00;4,00;16,00;4,00;4,00;20,00;0,00;10,00;3,00;0,00;0,00;16,00;0,00;16,00;0,00;0,00;0,00;0,00;6,00;6,00;0,00
2021-02-21;12,00;72,00;84,00;84,00;40,00;0,00;32,00;12,00;8,00;36,00;24,00;84,00;12,00;39,00;0,00;6,00;24,00;12,00;0,00;6,00;5,14;17,14;17,14;29,14;6,00;6,00;12,00;6,00;0,00;6,00;0,00;0,00;12,00;6,00;0,00
2021-02-28;0,00;9,00;10,00;5,00;5,00;0,00;10,00;1,00;3,00;8,00;8,00;23,00;4,00;14,00;4,00;2,00;12,00;12,00;4,00;12,00;0,00;27,00;3,00;13,00;5,00;0,00;10,00;10,00;6,00;6,00;0,00;0,00;12,00;0,00;0,00
2021-03-07;11,00;110,00;55,00;110,00;27,50;5,50;60,50;27,50;22,00;36,67;0,00;77,00;22,00;16,50;22,00;11,00;5,50;5,50;0,00;31,63;9,43;9,43;25,14;11,00;5,50;5,50;5,50;0,00;0,00;11,00;0,00;6,00;6,00;0,00;6,00
2021-03-14;32,00;106,67;85,33;42,67;41,14;9,14;68,57;32,00;12,00;28,00;12,00;104,00;5,82;17,45;5,82;0,00;38,10;6,10;6,10;10,67;0,00;10,67;5,33;5,33;5,71;10,29;0,00;5,71;0,00;0,00;5,00;0,00;5,00;0,00;0,00
2021-03-21;6,00;42,00;30,00;30,00;6,00;0,00;54,00;42,00;24,00;78,00;36,00;192,00;12,00;12,00;0,00;6,00;28,50;22,50;6,00;16,50;0,00;20,00;6,00;14,00;6,00;6,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-28;6,00;54,00;42,00;30,00;30,00;6,00;48,00;54,00;15,00;27,00;0,00;66,00;0,00;27,00;12,00;6,00;6,00;36,00;6,00;6,00;0,00;14,00;14,00;28,00;13,20;0,00;6,00;6,00;6,00;0,00;0,00;0,00;24,00;0,00;0,00
2021-04-04;0,00;9,00;9,00;9,00;5,00;0,00;17,00;6,00;6,00;11,00;6,00;29,00;2,00;12,00;4,00;0,00;12,00;8,00;4,00;4,00;3,00;10,00;7,00;3,00;0,00;15,00;0,00;15,00;0,00;6,00;0,00;0,00;6,00;0,00;0,00
2021-04-11;6,00;66,00;72,00;42,00;36,00;0,00;54,00;24,00;9,00;42,00;9,00;27,00;0,00;30,00;30,00;18,00;40,50;6,00;6,00;6,00;14,00;6,00;14,00;20,00;0,00;12,00;0,00;6,00;6,00;12,00;0,00;0,00;6,00;0,00;0,00
2021-04-18;18,00;72,00;126,00;72,00;27,00;4,50;63,00;27,00;32,40;32,40;21,60;72,00;0,00;39,00;12,00;6,00;6,00;42,00;12,00;30,00;18,00;12,60;18,00;12,60;0,00;0,00;5,63;5,63;6,00;6,00;6,00;0,00;0,00;0,00;6,00
2021-04-25;18,00;108,00;45,00;90,00;18,00;13,50;40,50;27,00;10,80;43,20;21,60;61,20;6,00;57,00;27,00;0,00;18,00;6,00;6,00;6,00;5,40;5,40;18,00;5,40;5,63;12,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-02;11,00;143,00;132,00;110,00;27,50;0,00;148,50;33,00;11,00;80,67;14,67;44,00;0,00;11,00;27,50;0,00;31,63;20,63;0,00;15,13;0,00;11,00;26,71;20,43;0,00;0,00;0,00;11,00;0,00;0,00;0,00;6,00;11,00;0,00;0,00
2021-05-09;41,00;123,00;112,75;112,75;45,56;0,00;72,89;59,22;41,00;55,91;33,55;22,36;11,71;11,71;11,71;0,00;41,00;47,07;12,15;18,22;5,13;5,13;11,96;34,17;5,69;0,00;5,69;5,69;6,00;12,00;0,00;12,00;12,00;0,00;0,00
2021-05-16;22,00;187,00;132,00;165,00;35,20;0,00;61,60;52,80;14,67;69,67;25,67;69,67;11,00;60,50;27,50;11,00;32,27;27,87;16,13;5,87;16,92;5,08;16,92;5,08;22,00;16,50;5,50;11,00;0,00;11,00;6,00;0,00;39,00;0,00;0,00
2021-05-23;35,00;210,00;140,00;163,33;50,00;5,00;80,00;80,00;23,33;70,00;15,56;116,67;17,50;61,25;96,25;11,67;57,83;18,26;6,09;6,09;35,00;17,50;12,25;12,25;0,00;5,65;5,65;11,29;12,00;12,00;6,00;0,00;46,00;0,00;6,00
2021-05-30;30,00;190,00;120,00;160,00;30,00;15,00;60,00;170,00;33,75;93,75;30,00;146,25;35,45;40,91;35,45;5,45;18,00;24,00;24,00;6,00;24,71;30,00;37,06;17,65;0,00;12,22;17,78;5,56;6,00;6,00;12,00;6,00;12,00;6,00;0,00
2021-06-06;36,00;192,00;192,00;156,00;85,50;4,50;63,00;85,50;24,00;144,00;32,00;100,00;36,00;52,62;41,54;16,62;42,00;36,00;18,00;36,00;36,00;48,00;12,00;17,14;18,00;0,00;0,00;36,00;6,00;6,00;6,00;0,00;12,00;0,00;0,00
2021-06-13;34,00;317,33;124,67;215,33;102,00;4,86;63,14;121,43;34,00;113,33;56,67;113,33;56,67;68,00;51,00;5,67;62,09;39,91;28,09;22,17;22,10;17,00;27,20;11,90;11,33;17,00;0,00;5,67;11,00;11,00;17,00;11,00;17,00;0,00;0,00
2021-06-20;63,00;325,50;157,50;210,00;45,00;4,50;90,00;99,00;3,94;106,31;47,25;173,25;106,83;101,35;73,96;5,48;40,50;28,50;28,50;12,00;28,95;51,08;39,16;28,95;34,88;16,88;11,25;5,63;0,00;6,00;6,00;6,00;0,00;6,00;11,00
2021-06-27;53,00;349,80;233,20;212,00;125,27;14,45;101,18;96,36;30,29;185,50;64,36;132,50;69,74;80,89;75,32;0,00;71,17;40,89;12,11;6,06;12,37;65,37;5,30;53,00;11,28;11,28;11,28;29,32;18,00;6,00;6,00;6,00;17,00;6,00;6,00
2021-07-04;42,00;315,00;115,50;262,50;140,00;28,00;65,33;60,67;42,00;190,91;106,91;133,64;47,60;98,00;53,20;16,80;72,00;42,00;12,00;72,00;29,75;49,00;29,75;29,75;43,14;36,32;12,49;23,84;12,00;18,00;0,00;6,00;6,00;0,00;0,00
2021-07-11;30,00;310,00;110,00;190,00;110,00;0,00;70,00;45,00;48,75;90,00;41,25;142,50;46,36;130,91;76,36;5,45;36,00;115,50;30,00;42,00;17,65;24,71;42,35;49,41;35,56;0,00;24,44;42,22;12,00;12,00;12,00;12,00;12,00;0,00;0,00
2021-07-18;79,00;417,57;158,00;248,29;153,35;18,59;65,06;74,35;82,76;206,90;124,14;180,57;59,25;112,86;112,86;5,64;105,83;92,42;46,21;32,79;13,74;79,00;25,76;46,37;20,31;25,96;32,73;25,96;20,00;7,00;20,00;0,00;20,00;20,00;0,00
2021-07-25;88,00;473,00;176,00;352,00;208,42;18,53;50,95;64,84;61,22;95,65;88,00;195,13;51,10;173,16;76,65;31,23;74,58;93,97;19,39;56,68;31,06;50,04;31,06;31,06;12,41;19,18;19,18;44,00;6,00;32,00;0,00;0,00;19,00;19,00;0,00
2021-08-01;80,00;468,57;228,57;320,00;202,35;28,24;98,82;112,94;83,81;99,05;72,38;179,05;60,00;102,86;74,29;20,00;126,79;66,42;13,58;46,79;46,96;86,96;46,96;40,00;39,44;27,04;20,28;13,52;27,00;40,00;13,00;7,00;20,00;7,00;0,00
2021-08-08;27,00;594,00;310,50;580,50;117,00;27,00;72,00;58,50;92,57;208,29;65,57;196,71;13,50;143,10;97,20;32,40;67,50;60,00;40,50;27,00;21,60;70,20;21,60;41,40;47,25;13,50;20,25;54,00;20,00;0,00;7,00;7,00;13,00;27,00;0,00
2021-08-15;59,00;365,80;318,60;271,40;127,08;27,23;90,77;113,46;66,87;180,93;39,33;141,60;33,71;98,33;92,71;33,71;59,00;65,05;13,62;25,72;59,00;26,03;32,97;52,06;6,81;19,29;19,29;85,10;7,00;7,00;13,00;7,00;6,00;6,00;0,00
2021-08-22;34,00;464,67;272,00;238,00;121,43;4,86;136,00;106,86;71,78;124,67;68,00;120,89;28,33;110,50;68,00;5,67;66,52;47,30;13,30;34,00;39,10;59,50;13,60;32,30;34,00;47,60;13,60;68,00;7,00;7,00;14,00;0,00;34,00;13,00;0,00
2021-08-29;20,00;330,00;240,00;240,00;120,00;20,00;90,00;120,00;56,00;248,00;56,00;180,00;40,00;114,29;48,57;20,00;47,69;47,69;27,69;81,54;20,00;41,82;34,55;34,55;13,33;20,00;6,67;13,33;0,00;13,00;7,00;0,00;7,00;20,00;7,00
2021-09-05;62,00;434,00;310,00;285,20;128,77;4,77;100,15;147,85;77,50;151,13;81,38;124,00;67,64;104,27;118,36;5,64;62,00;62,00;13,61;27,22;6,89;34,44;13,78;27,56;20,29;13,53;27,05;55,24;7,00;7,00;0,00;7,00;14,00;0,00;0,00
2021-09-12;20,00;440,00;230,00;240,00;205,00;5,00;150,00;115,00;84,00;184,00;116,00;172,00;40,00;108,57;40,00;5,71;53,85;47,69;33,85;47,69;0,00;69,09;49,09;41,82;13,33;6,67;0,00;38,89;13,00;13,00;0,00;7,00;13,00;7,00;7,00
2021-09-19;27,00;850,50;310,50;351,00;148,50;0,00;148,50;76,50;92,57;208,29;61,71;208,29;36,00;78,00;63,00;0,00;52,50;114,00;6,00;46,50;27,00;48,60;41,40;34,20;20,25;27,00;13,50;20,25;13,00;20,00;13,00;7,00;46,00;0,00;0,00
2021-09-26;52,00;520,00;197,60;249,60;113,45;4,73;170,18;113,45;136,00;176,00;88,00;244,00;52,00;46,22;52,00;5,78;50,51;63,89;0,00;44,57;12,13;52,00;12,13;45,07;38,43;26,00;19,22;39,57;26,00;0,00;0,00;6,00;6,00;0,00;0,00
2021-10-03;19,00;598,50;285,00;190,00;161,50;9,50;123,50;152,00;129,20;159,60;83,60;159,60;65,14;46,14;54,29;21,71;32,15;115,46;4,38;45,31;32,82;27,64;8,64;38,00;14,53;14,53;19,00;19,00;0,00;0,00;0,00;14,00;5,00;5,00;0,00
2021-10-10;9,00;666,00;297,00;189,00;162,00;4,50;117,00;90,00;252,00;274,50;94,50;247,50;54,00;60,00;162,00;6,00;39,00;69,00;9,00;43,50;27,00;63,00;39,60;39,60;16,88;12,38;16,88;25,88;13,00;0,00;4,00;4,00;9,00;4,00;0,00
2021-10-17;17,00;1394,00;374,00;306,00;182,75;21,25;127,50;174,25;187,00;272,00;68,00;153,00;51,00;73,67;93,50;14,17;47,91;64,91;12,36;30,91;8,50;40,80;28,90;45,90;4,53;12,47;4,53;34,00;0,00;4,00;4,00;0,00;4,00;0,00;0,00
2021-10-24;21,00;609,00;315,00;136,50;71,40;8,40;117,60;117,60;108,50;178,50;56,00;126,00;47,25;47,25;39,38;7,88;39,00;60,00;9,00;25,50;12,25;26,25;26,25;29,75;0,00;12,16;12,16;21,00;4,00;4,00;0,00;4,00;17,00;0,00;0,00
2021-10-31;38,00;582,67;354,67;215,33;118,75;9,50;76,00;114,00;83,60;205,20;53,20;133,00;48,86;38,00;65,14;5,43;68,40;68,40;4,56;16,72;8,64;50,09;38,00;38,00;8,94;8,94;8,94;12,29;0,00;0,00;8,00;0,00;8,00;0,00;4,00
2021-11-07;17,00;331,50;246,50;93,50;51,00;8,50;72,25;85,00;59,50;119,00;38,25;93,50;59,50;51,00;56,67;5,67;43,27;69,55;12,36;17,00;8,50;25,50;11,90;32,30;12,47;17,00;9,07;43,07;0,00;8,00;0,00;4,00;4,00;4,00;0,00
2021-11-14;12,00;540,00;252,00;120,00;80,00;4,00;52,00;72,00;124,00;108,00;68,00;104,00;39,00;48,00;57,00;12,00;33,00;54,00;16,50;25,50;8,57;37,71;20,57;32,57;0,00;7,64;4,36;24,00;4,00;0,00;0,00;4,00;4,00;0,00;0,00
2021-11-21;8,00;320,00;176,00;96,00;64,00;0,00;48,00;84,00;224,00;84,00;64,00;132,00;56,00;37,33;24,00;18,67;56,00;76,80;4,80;17,60;19,20;8,00;33,60;8,00;4,57;12,57;4,57;8,00;4,00;0,00;4,00;4,00;0,00;4,00;0,00
2021-11-28;8,00;296,00;176,00;72,00;64,00;8,00;68,00;84,00;76,00;72,00;56,00;160,00;53,33;10,67;26,67;16,00;25,60;60,80;8,00;4,80;3,20;25,60;14,40;22,40;0,00;20,57;12,57;12,57;0,00;0,00;0,00;4,00;12,00;4,00;0,00
2021-12-05;13,00;559,00;260,00;221,00;65,00;4,33;65,00;112,67;99,67;117,00;60,67;186,33;62,40;46,80;46,80;13,00;27,63;63,38;4,88;32,50;0,00;22,29;22,29;22,29;4,73;17,73;22,45;17,73;0,00;4,00;0,00;4,00;8,00;0,00;0,00
2021-12-12;4,00;464,00;184,00;128,00;56,00;4,00;80,00;100,00;108,00;108,00;100,00;144,00;64,00;22,00;28,00;6,00;12,00;49,33;4,00;18,67;14,00;40,00;20,00;50,00;12,00;12,00;4,00;27,00;0,00;4,00;4,00;0,00;4,00;9,00;0,00
2021-12-19;5,00;620,00;210,00;140,00;60,00;10,00;110,00;80,00;155,00;120,00;50,00;340,00;42,50;42,50;42,50;25,00;26,67;58,33;10,00;31,67;0,00;23,33;23,33;23,33;16,25;21,25;10,00;31,25;0,00;0,00;5,00;0,00;10,00;5,00;0,00
2021-12-26;34,00;1008,67;204,00;204,00;136,00;9,71;102,00;92,29;102,00;105,78;79,33;196,44;65,17;51,00;39,67;11,33;22,17;73,91;11,83;16,26;17,00;39,10;61,20;34,00;0,00;10,97;5,48;34,00;12,00;0,00;0,00;6,00;6,00;6,00;6,00
