Semaine;London (GB);Paris (FR);Amsterdam (NL);Barcelona (ES);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);stanbul (TR);Budapest (HU);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2021-05-23;23,00;26,29;6,57;13,14;0,00;10,00;3,00;3,00;6,00;5,00;1,00;2,00;1,00;4,00;2,00;4,00;2,00;2,00;4,00;2,00;3,00;0,50;2,00;0,50;1,00;1,00;0,00;0,50;0,50;2,00;0,50;0,00
2021-05-30;27,00;36,00;6,00;12,00;0,50;8,00;4,00;4,00;8,00;5,00;2,00;3,00;0,50;7,00;3,00;1,00;2,00;1,00;4,00;2,00;3,00;0,50;1,00;1,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00
2021-06-06;21,00;30,00;9,00;15,00;0,00;10,00;4,00;4,00;8,00;3,00;3,00;4,00;0,00;6,00;5,00;1,00;4,00;2,00;3,00;1,00;6,00;0,50;2,00;1,00;1,00;0,50;0,00;0,00;0,50;3,00;0,00;0,50
2021-06-13;34,00;30,91;6,18;15,45;1,00;10,00;4,00;5,00;9,00;6,00;3,00;3,00;1,00;8,00;4,00;2,00;3,00;2,00;7,00;2,00;4,00;1,00;3,00;0,50;2,00;1,00;0,00;1,00;0,00;2,00;0,00;0,00
2021-06-20;28,00;37,33;9,33;12,44;0,00;12,00;7,00;3,00;9,00;4,00;5,00;4,00;1,00;8,00;3,00;1,00;3,00;2,00;6,00;4,00;5,00;0,50;1,00;1,00;1,00;0,50;0,00;1,00;0,00;2,00;0,00;0,00
2021-06-27;22,00;31,43;9,43;18,86;0,00;11,00;6,00;5,00;8,00;5,00;3,00;5,00;0,50;7,00;3,00;1,00;5,00;3,00;9,00;2,00;6,00;1,00;2,00;0,50;2,00;2,00;1,00;0,50;1,00;2,00;0,00;0,50
2021-07-04;25,00;34,38;9,38;18,75;0,00;12,00;5,00;5,00;10,00;7,00;3,00;9,00;2,00;7,00;4,00;1,00;5,00;2,00;8,00;4,00;4,00;1,00;2,00;1,00;2,00;1,00;0,50;1,00;0,50;2,00;0,50;0,00
2021-07-11;29,00;35,44;9,67;16,11;1,00;10,00;4,00;6,00;7,00;5,00;2,00;5,00;0,50;7,00;4,00;3,00;3,00;2,00;4,00;1,00;5,00;1,00;1,00;0,50;2,00;1,00;1,00;0,00;0,00;2,00;0,00;0,00
2021-07-18;22,00;31,43;9,43;12,57;0,50;11,00;7,00;5,00;8,00;4,00;5,00;4,00;0,50;5,00;4,00;1,00;5,00;3,00;5,00;2,00;6,00;0,50;1,00;1,00;1,00;1,00;0,50;0,50;1,00;2,00;0,00;0,00
2021-07-25;26,00;32,50;9,75;9,75;1,00;11,00;4,00;5,00;9,00;5,00;5,00;5,00;0,00;6,00;4,00;2,00;6,00;2,00;6,00;3,00;5,00;2,00;2,00;1,00;2,00;1,00;0,50;1,00;0,00;3,00;0,00;0,50
2021-08-01;20,00;36,67;16,67;13,33;0,00;11,00;4,00;4,00;9,00;4,00;4,00;6,00;0,50;8,00;2,00;1,00;5,00;5,00;5,00;1,00;3,00;2,00;3,00;1,00;2,00;0,50;0,50;0,50;1,00;3,00;1,00;0,00
2021-08-08;23,00;52,57;13,14;16,43;1,00;13,00;8,00;8,00;11,00;2,00;5,00;9,00;1,00;9,00;3,00;2,00;5,00;4,00;10,00;3,00;7,00;3,00;2,00;0,00;2,00;0,50;0,50;1,00;1,00;3,00;0,00;1,00
2021-08-15;26,00;45,50;16,25;16,25;0,00;15,00;7,00;6,00;11,00;3,00;5,00;7,00;1,00;9,00;7,00;3,00;3,00;2,00;8,00;4,00;8,00;0,50;3,00;1,00;2,00;0,50;1,00;1,00;1,00;5,00;0,50;1,00
2021-08-22;29,00;48,33;16,11;16,11;0,50;12,00;8,00;8,00;13,00;5,00;4,00;9,00;1,00;4,00;5,00;1,00;6,00;1,00;10,00;3,00;8,00;0,00;2,00;0,00;1,00;1,00;0,50;0,00;1,00;4,00;0,00;0,00
2021-08-29;23,00;49,29;16,43;13,14;0,50;15,00;7,00;9,00;10,00;8,00;6,00;6,00;1,00;6,00;5,00;1,00;7,00;4,00;13,00;3,00;9,00;1,00;2,00;0,00;2,00;1,00;1,00;0,00;0,00;4,00;0,00;0,00
2021-09-05;29,00;61,22;19,33;19,33;0,00;19,00;7,00;9,00;8,00;6,00;5,00;11,00;0,00;6,00;5,00;2,00;3,00;3,00;7,00;4,00;4,00;1,00;1,00;1,00;0,50;1,00;0,50;1,00;0,00;2,00;0,00;0,00
2021-09-12;30,00;56,67;23,33;10,00;1,00;22,00;6,00;9,00;11,00;4,00;11,00;7,00;2,00;8,00;7,00;3,00;3,00;3,00;7,00;4,00;10,00;1,00;2,00;1,00;1,00;0,50;0,50;0,00;0,50;3,00;0,00;0,00
2021-09-19;29,00;64,44;16,11;12,89;0,50;18,00;7,00;7,00;12,00;4,00;7,00;9,00;1,00;5,00;4,00;1,00;4,00;2,00;7,00;3,00;6,00;1,00;3,00;0,50;1,00;1,00;0,50;1,00;0,00;3,00;0,00;0,50
2021-09-26;31,00;71,30;15,50;18,60;0,50;23,00;3,00;5,00;14,00;9,00;5,00;8,00;1,00;7,00;6,00;1,00;5,00;1,00;9,00;3,00;6,00;0,50;3,00;0,50;1,00;1,00;0,00;1,00;0,50;1,00;0,50;0,00
2021-10-03;28,00;59,11;15,56;18,67;0,50;13,00;5,00;11,00;9,00;8,00;15,00;7,00;2,00;5,00;5,00;0,50;4,00;1,00;7,00;3,00;10,00;1,00;2,00;0,00;2,00;0,50;0,50;0,00;1,00;2,00;0,50;0,50
2021-10-10;31,00;58,90;15,50;12,40;0,50;14,00;9,00;10,00;12,00;5,00;11,00;6,00;3,00;4,00;5,00;1,00;7,00;2,00;7,00;4,00;7,00;1,00;1,00;1,00;1,00;0,50;0,50;0,50;0,50;2,00;0,50;0,00
2021-10-17;35,00;63,64;15,91;15,91;0,50;13,00;8,00;13,00;15,00;6,00;19,00;8,00;1,00;6,00;5,00;1,00;6,00;2,00;9,00;6,00;6,00;1,00;2,00;0,50;2,00;1,00;0,50;0,50;0,50;2,00;0,00;0,50
2021-10-24;26,00;61,75;19,50;13,00;0,00;13,00;8,00;11,00;13,00;7,00;15,00;15,00;2,00;5,00;6,00;2,00;3,00;2,00;7,00;4,00;7,00;1,00;2,00;1,00;1,00;1,00;1,00;1,00;0,50;3,00;0,00;0,00
2021-10-31;32,00;204,80;19,20;16,00;0,00;13,00;7,00;13,00;11,00;7,00;14,00;11,00;3,00;4,00;7,00;2,00;5,00;2,00;9,00;8,00;8,00;1,00;2,00;0,50;1,00;1,00;0,00;0,50;0,00;3,00;0,00;0,00
2021-11-07;31,00;80,60;18,60;12,40;0,50;15,00;6,00;13,00;9,00;6,00;18,00;9,00;1,00;4,00;5,00;1,00;5,00;2,00;8,00;65,00;7,00;0,50;1,00;0,00;2,00;0,50;0,50;0,50;0,00;2,00;0,00;0,00
2021-11-14;31,00;68,20;12,40;12,40;0,50;13,00;5,00;15,00;11,00;5,00;19,00;5,00;3,00;6,00;6,00;1,00;5,00;1,00;4,00;5,00;7,00;0,50;1,00;0,50;2,00;0,00;0,00;1,00;0,50;2,00;0,50;0,00
2021-11-21;25,00;56,25;9,38;12,50;0,00;15,00;6,00;10,00;11,00;5,00;19,00;3,00;2,00;5,00;3,00;1,00;3,00;3,00;5,00;2,00;4,00;0,00;1,00;0,00;2,00;0,50;0,00;0,50;0,00;2,00;0,00;0,50
2021-11-28;24,00;48,00;6,00;12,00;0,00;12,00;4,00;12,00;8,00;6,00;13,00;3,00;2,00;3,00;5,00;1,00;3,00;2,00;5,00;2,00;6,00;1,00;2,00;0,00;2,00;0,50;0,00;0,00;0,00;2,00;0,00;0,00
2021-12-05;23,00;65,71;6,57;13,14;0,50;16,00;6,00;9,00;8,00;6,00;15,00;3,00;2,00;6,00;4,00;2,00;2,00;1,00;4,00;7,00;5,00;0,50;1,00;0,00;1,00;1,00;1,00;0,50;0,00;1,00;0,00;0,50
2021-12-12;28,00;74,67;9,33;9,33;1,00;12,00;4,00;8,00;9,00;6,00;13,00;6,00;2,00;4,00;5,00;2,00;4,00;1,00;5,00;4,00;5,00;0,00;1,00;0,50;1,00;0,50;0,00;0,00;0,50;4,00;0,00;0,00
2021-12-19;24,00;57,00;6,00;12,00;0,00;15,00;4,00;10,00;10,00;4,00;12,00;4,00;3,00;3,00;3,00;1,00;2,00;0,50;3,00;5,00;4,00;0,00;1,00;1,00;2,00;1,00;0,50;1,00;0,50;1,00;0,00;0,00
2021-12-26;26,00;58,50;6,50;13,00;0,50;11,00;6,00;6,00;10,00;7,00;10,00;4,00;2,00;5,00;3,00;1,00;4,00;1,00;5,00;5,00;4,00;1,00;1,00;0,50;3,00;0,00;0,00;1,00;0,00;3,00;0,00;0,00
