Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2020-04-26;12,00;27,00;3,00;0,00;0,00;12,00;4,00;0,00;16,00;36,00;0,00;0,00;0,00;0,00;3,43;1,71;0,00;0,00;2,00;2,00;2,00;4,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-03;10,00;10,00;0,00;0,00;3,33;30,00;10,00;0,00;25,00;20,00;0,00;3,33;3,33;0,00;10,00;3,33;1,67;4,00;2,00;0,00;0,00;12,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-10;10,00;23,33;6,67;0,00;6,67;40,00;2,50;5,00;15,00;30,00;3,33;0,00;0,00;1,67;6,67;0,00;0,00;4,00;2,00;0,00;0,00;2,00;6,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-17;8,00;10,67;0,00;0,00;2,67;36,00;4,00;4,00;8,00;32,00;0,00;0,00;0,00;0,00;19,20;1,60;0,00;2,00;4,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-24;17,00;34,00;10,20;0,00;3,40;25,50;4,25;0,00;21,25;23,80;3,40;0,00;3,40;1,89;15,11;3,78;0,00;2,00;8,00;0,00;2,00;6,00;4,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-31;12,00;27,00;3,00;0,00;0,00;32,00;0,00;8,00;24,00;21,00;0,00;3,00;0,00;0,00;10,29;3,43;0,00;2,00;4,00;0,00;4,00;14,00;2,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-07;31,00;52,70;3,10;0,00;3,10;38,75;3,88;3,88;23,25;48,22;0,00;3,44;0,00;1,82;23,71;1,82;1,82;0,00;2,00;2,00;4,00;8,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-14;21,00;42,00;3,00;0,00;3,00;63,00;8,40;4,20;33,60;56,00;3,50;0,00;3,50;3,50;22,75;0,00;0,00;0,00;2,00;0,00;11,00;6,00;11,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-21;27,00;60,75;3,38;0,00;3,38;65,57;3,86;3,86;34,71;81,00;13,50;3,38;6,75;1,80;34,20;0,00;0,00;2,00;13,00;0,00;7,00;9,00;13,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-28;30,00;63,00;0,00;0,00;0,00;63,75;3,75;15,00;56,25;66,67;0,00;3,33;6,67;0,00;49,41;0,00;0,00;2,00;7,00;2,00;9,00;9,00;15,00;0,00;2,00;0,00;0,00;20,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00
2020-07-05;43,00;58,36;6,14;0,00;0,00;66,45;7,82;3,91;74,27;95,92;3,31;0,00;3,31;0,00;64,50;8,96;0,00;0,00;5,00;5,00;7,00;7,00;18,00;0,00;0,00;0,00;0,00;5,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-12;43,00;64,50;3,07;0,00;3,07;78,18;3,91;3,91;66,45;79,38;0,00;6,62;3,31;0,00;69,88;0,00;0,00;2,00;16,00;5,00;7,00;14,00;9,00;0,00;0,00;0,00;0,00;14,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2020-07-19;37,00;64,75;0,00;0,00;0,00;90,44;4,11;4,11;61,67;84,09;3,36;6,73;3,36;1,76;51,10;1,76;0,00;9,00;2,00;5,00;5,00;9,00;16,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-26;63,00;72,45;0,00;0,00;3,15;106,31;11,81;3,94;90,56;112,74;6,63;9,95;0,00;1,75;70,00;1,75;0,00;0,00;9,00;0,00;7,00;9,00;21,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-02;26,00;71,50;0,00;0,00;3,25;104,00;4,33;4,33;86,67;84,50;6,50;0,00;3,25;1,73;78,00;8,67;5,20;0,00;9,00;7,00;16,00;23,00;21,00;0,00;0,00;0,00;0,00;12,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-09;75,00;87,50;3,13;0,00;6,25;98,68;3,95;3,95;114,47;75,00;0,00;6,82;3,41;0,00;57,56;5,23;0,00;5,00;10,00;0,00;10,00;15,00;10,00;0,00;0,00;0,00;0,00;12,00;0,00;2,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-16;34,00;24,73;0,00;0,00;0,00;68,00;4,25;4,25;46,75;64,60;3,40;10,20;3,40;5,37;37,58;5,37;0,00;0,00;15,00;5,00;12,00;0,00;22,00;0,00;0,00;0,00;2,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-23;39,00;35,75;3,25;0,00;3,25;15,60;0,00;0,00;19,50;67,36;3,55;0,00;3,55;0,00;21,27;0,00;1,77;0,00;48,00;2,00;5,00;2,00;11,00;0,00;0,00;0,00;0,00;9,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-30;15,00;15,00;3,00;3,00;3,00;18,75;0,00;3,75;18,75;33,00;3,00;3,00;3,00;0,00;10,00;0,00;1,67;2,00;7,00;2,00;9,00;2,00;4,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-06;15,00;18,00;0,00;0,00;3,00;26,25;3,75;0,00;15,00;24,00;3,00;0,00;3,00;0,00;10,00;1,67;18,33;2,00;4,00;2,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-13;11,00;11,00;0,00;0,00;0,00;22,00;3,67;0,00;11,00;11,00;3,67;3,67;3,67;0,00;12,83;0,00;1,83;2,00;4,00;0,00;2,00;6,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-20;29,00;9,67;3,22;0,00;0,00;24,86;4,14;0,00;12,43;12,89;0,00;3,22;0,00;0,00;7,25;0,00;0,00;2,00;2,00;0,00;6,00;4,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-27;24,00;18,00;3,00;0,00;0,00;12,00;4,00;4,00;4,00;10,29;0,00;0,00;3,43;1,71;3,43;0,00;0,00;2,00;2,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-04;16,00;12,80;3,20;0,00;3,20;8,00;0,00;0,00;12,00;19,20;0,00;0,00;3,20;7,11;7,11;0,00;0,00;0,00;5,00;2,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-11;9,00;9,00;0,00;0,00;0,00;13,50;4,50;0,00;9,00;12,00;0,00;3,00;0,00;1,80;7,20;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-18;7,00;14,00;0,00;0,00;3,50;7,00;3,50;3,50;7,00;17,50;3,50;3,50;3,50;1,75;0,00;0,00;0,00;0,00;2,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-25;48,00;9,60;3,20;0,00;3,20;4,00;4,00;4,00;8,00;13,71;0,00;0,00;3,43;0,00;1,78;0,00;0,00;0,00;5,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-01;15,00;9,00;3,00;0,00;3,00;7,50;3,75;0,00;3,75;11,25;3,75;7,50;3,75;0,00;6,67;0,00;0,00;2,00;4,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-08;7,00;14,00;0,00;0,00;3,50;7,00;3,50;3,50;10,50;21,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;2,00;2,00;4,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-15;9,00;30,00;3,00;0,00;3,00;13,50;4,50;0,00;9,00;15,00;0,00;0,00;3,00;0,00;3,60;0,00;0,00;0,00;0,00;0,00;2,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-22;9,00;9,00;0,00;0,00;3,00;13,50;9,00;4,50;9,00;12,00;3,00;3,00;0,00;1,80;1,80;0,00;0,00;0,00;2,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-29;9,00;21,00;0,00;0,00;3,00;31,50;0,00;4,50;9,00;21,00;3,00;3,00;3,00;0,00;7,20;1,80;1,80;0,00;4,00;0,00;2,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-06;13,00;9,75;0,00;0,00;0,00;13,00;4,33;8,67;17,33;9,75;0,00;0,00;3,25;0,00;11,14;0,00;0,00;0,00;2,00;0,00;0,00;2,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-13;11,00;11,00;0,00;0,00;0,00;14,67;0,00;0,00;7,33;11,00;3,67;0,00;0,00;1,83;0,00;0,00;0,00;4,00;9,00;2,00;2,00;2,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-20;15,00;6,00;3,00;0,00;6,00;11,25;3,75;0,00;3,75;15,00;0,00;0,00;3,75;0,00;1,88;0,00;1,88;0,00;5,00;5,00;2,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-27;12,00;12,00;0,00;0,00;6,00;16,00;0,00;4,00;24,00;15,00;3,00;0,00;0,00;1,71;6,86;0,00;0,00;2,00;7,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-03;4,00;16,00;0,00;0,00;4,00;8,00;0,00;0,00;16,00;16,00;0,00;0,00;0,00;0,00;12,00;0,00;2,00;0,00;7,00;0,00;2,00;2,00;4,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-10;7,00;21,00;0,00;0,00;0,00;7,00;0,00;3,50;7,00;14,00;0,00;0,00;0,00;0,00;1,75;0,00;0,00;2,00;2,00;0,00;2,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-17;13,00;13,00;3,25;0,00;3,25;13,00;4,33;4,33;17,33;9,75;3,25;0,00;3,25;0,00;11,14;0,00;0,00;0,00;2,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-24;4,00;20,00;4,00;0,00;0,00;16,00;0,00;4,00;8,00;28,00;4,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-31;5,00;5,00;5,00;0,00;5,00;20,00;0,00;0,00;15,00;25,00;5,00;0,00;5,00;0,00;8,33;1,67;0,00;0,00;5,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-07;11,00;11,00;0,00;0,00;0,00;11,00;3,67;0,00;11,00;25,67;3,67;3,67;0,00;0,00;5,50;0,00;0,00;0,00;2,00;0,00;2,00;4,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-14;14,00;14,00;0,00;0,00;0,00;18,67;4,67;4,67;18,67;17,50;3,50;0,00;0,00;0,00;8,75;1,75;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-21;21,00;21,00;6,00;0,00;0,00;16,80;0,00;4,20;12,60;10,50;0,00;3,50;0,00;0,00;7,00;0,00;1,75;5,00;7,00;0,00;2,00;2,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-28;11,00;11,00;0,00;0,00;2,75;11,00;3,67;3,67;14,67;18,33;0,00;0,00;3,67;0,00;14,67;0,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-07;4,00;24,00;0,00;0,00;0,00;4,00;4,00;4,00;16,00;16,00;4,00;4,00;4,00;0,00;6,00;0,00;0,00;0,00;9,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-14;12,00;18,00;0,00;0,00;0,00;20,00;4,00;0,00;12,00;18,00;0,00;0,00;3,00;0,00;13,71;1,71;0,00;2,00;4,00;2,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-21;9,00;15,00;0,00;0,00;0,00;13,50;4,50;0,00;27,00;33,00;9,00;3,00;3,00;5,40;10,80;1,80;0,00;0,00;7,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2021-03-28;5,00;47,50;2,50;0,00;2,50;55,00;5,00;5,00;25,00;65,00;0,00;5,00;5,00;1,67;8,33;0,00;0,00;0,00;12,00;2,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-04;21,00;33,00;6,00;0,00;3,00;37,80;4,20;4,20;21,00;52,50;3,50;3,50;0,00;1,75;8,75;0,00;0,00;0,00;10,00;0,00;5,00;7,00;7,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-11;5,00;55,00;5,00;0,00;0,00;40,00;5,00;5,00;35,00;55,00;10,00;5,00;5,00;6,67;20,00;0,00;0,00;0,00;2,00;0,00;2,00;14,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-18;14,00;42,00;7,00;0,00;3,50;42,00;4,67;9,33;46,67;49,00;7,00;0,00;3,50;0,00;31,50;0,00;0,00;0,00;2,00;0,00;5,00;7,00;0,00;0,00;2,00;0,00;0,00;5,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-25;18,00;36,00;0,00;0,00;3,00;45,00;9,00;4,50;58,50;72,00;0,00;0,00;0,00;1,80;14,40;0,00;0,00;0,00;2,00;2,00;2,00;5,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-02;12,00;39,00;0,00;0,00;0,00;40,00;8,00;4,00;32,00;76,00;0,00;0,00;0,00;1,71;44,57;1,71;0,00;0,00;2,00;0,00;0,00;9,00;5,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-09;20,00;66,67;3,33;3,33;3,33;60,00;0,00;4,00;52,00;63,33;3,33;3,33;3,33;0,00;30,91;0,00;1,82;2,00;0,00;2,00;4,00;9,00;0,00;0,00;0,00;2,00;2,00;4,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-16;28,00;77,78;3,11;0,00;6,22;100,00;8,00;8,00;48,00;119,00;3,50;0,00;3,50;5,25;35,00;0,00;1,75;0,00;2,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;2,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-23;24,00;57,00;6,00;0,00;0,00;128,00;16,00;4,00;60,00;140,57;3,43;3,43;6,86;1,85;44,31;0,00;0,00;2,00;5,00;0,00;2,00;2,00;9,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-30;10,00;106,67;0,00;0,00;0,00;500,00;5,00;5,00;110,00;136,67;13,33;3,33;10,00;1,67;53,33;1,67;0,00;0,00;5,00;0,00;7,00;5,00;10,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-06;19,00;79,17;3,17;0,00;0,00;117,80;3,80;15,20;110,20;155,17;3,17;3,17;3,17;5,18;69,09;0,00;0,00;2,00;5,00;0,00;7,00;12,00;17,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-13;39,00;104,00;6,50;0,00;9,75;120,90;3,90;15,60;124,80;198,25;6,50;0,00;3,25;0,00;104,59;1,77;0,00;2,00;7,00;2,00;2,00;7,00;7,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-20;27,00;84,00;9,00;0,00;6,00;119,57;0,00;3,86;115,71;236,25;3,38;3,38;3,38;1,69;124,88;0,00;0,00;8,00;8,00;0,00;12,00;12,00;10,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-27;25,00;178,13;3,13;0,00;3,13;137,50;4,17;16,67;145,83;225,00;7,14;3,57;3,57;1,79;119,64;1,79;7,14;0,00;3,00;3,00;8,00;18,00;15,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00
2021-07-04;33,00;115,50;6,60;0,00;3,30;156,75;4,13;20,63;177,38;267,30;9,90;3,30;3,30;7,33;144,83;5,50;1,83;3,00;10,00;3,00;13,00;15,00;18,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-11;39,00;94,25;6,50;0,00;3,25;89,70;3,90;15,60;152,10;159,55;3,55;0,00;3,55;7,09;104,59;0,00;0,00;2,00;7,00;0,00;22,00;17,00;10,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-18;38,00;79,17;6,33;0,00;3,17;101,33;8,44;4,22;139,33;131,27;3,45;3,45;3,45;5,43;59,71;0,00;7,24;0,00;8,00;3,00;18,00;15,00;10,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-25;79,00;75,84;3,16;0,00;0,00;86,90;0,00;3,95;98,75;151,13;3,43;0,00;3,43;1,76;82,51;1,76;5,27;2,00;5,00;0,00;7,00;5,00;17,00;0,00;0,00;0,00;2,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-01;56,00;84,00;6,22;0,00;0,00;116,00;0,00;8,00;128,00;164,71;3,29;3,29;0,00;0,00;89,25;7,00;1,75;0,00;10,00;2,00;17,00;24,00;17,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-08;30,00;90,00;10,00;0,00;3,33;141,43;4,29;12,86;107,14;216,67;3,33;3,33;3,33;3,53;112,94;5,29;0,00;0,00;8,00;8,00;24,00;16,00;5,00;3,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-15;50,00;90,63;9,38;0,00;0,00;133,33;4,17;8,33;95,83;163,33;3,33;0,00;3,33;5,36;110,71;3,57;0,00;0,00;5,00;3,00;13,00;18,00;13,00;0,00;0,00;0,00;0,00;21,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-22;74,00;52,42;3,08;0,00;3,08;90,44;8,22;4,11;69,89;154,73;6,73;3,36;6,73;5,29;61,67;0,00;0,00;0,00;5,00;5,00;18,00;13,00;13,00;0,00;0,00;0,00;0,00;13,00;3,00;0,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-29;38,00;53,83;3,17;0,00;6,33;76,00;4,22;8,44;59,11;138,18;0,00;3,45;0,00;0,00;57,00;6,91;1,73;0,00;0,00;0,00;10,00;15,00;13,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-05;44,00;72,29;3,14;0,00;0,00;84,00;0,00;4,00;28,00;81,23;3,38;6,77;3,38;0,00;10,56;1,76;0,00;0,00;5,00;0,00;5,00;0,00;8,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-12;20,00;33,33;6,67;0,00;6,67;56,00;4,00;4,00;16,00;60,00;3,33;3,33;3,33;0,00;31,67;0,00;1,67;0,00;5,00;0,00;10,00;10,00;10,00;0,00;3,00;0,00;0,00;5,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-19;39,00;65,00;3,25;0,00;0,00;39,00;0,00;0,00;31,20;52,00;0,00;0,00;0,00;0,00;15,95;0,00;0,00;3,00;13,00;0,00;5,00;5,00;3,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-26;16,00;35,20;0,00;0,00;0,00;36,00;4,00;4,00;36,00;35,20;6,40;6,40;6,40;0,00;21,33;0,00;0,00;3,00;3,00;0,00;8,00;3,00;8,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-03;36,00;30,00;0,00;0,00;6,00;28,00;4,00;4,00;24,00;22,91;3,27;3,27;3,27;3,43;8,57;3,43;0,00;0,00;4,00;0,00;0,00;0,00;6,00;0,00;2,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2021-10-10;37,00;21,58;3,08;0,00;6,17;24,67;0,00;2,06;24,67;30,27;3,36;0,00;3,36;5,29;10,57;1,76;0,00;0,00;2,00;0,00;2,00;7,00;0,00;0,00;0,00;0,00;4,00;6,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-17;18,00;42,00;0,00;0,00;9,00;18,00;4,50;4,50;18,00;28,80;0,00;0,00;7,20;0,00;14,40;3,60;0,00;0,00;0,00;2,00;2,00;2,00;11,00;0,00;2,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-24;38,00;47,50;6,33;0,00;6,33;21,11;8,44;2,11;8,44;6,91;3,45;0,00;6,91;1,81;7,24;3,62;1,81;2,00;0,00;4,00;4,00;2,00;7,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-31;25,00;40,63;0,00;0,00;3,13;16,67;0,00;0,00;8,33;14,29;7,14;7,14;0,00;1,79;7,14;3,57;1,79;5,00;2,00;2,00;5,00;4,00;9,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-11-07;20,00;43,33;6,67;0,00;6,67;16,00;0,00;0,00;16,00;20,00;6,67;0,00;6,67;3,64;7,27;3,64;0,00;0,00;5,00;0,00;5,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
