Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2021-06-20;16,00;8,00;16,00;0,00;32,00;0,00;0,00;80,00;0,00;0,00;0,00;16,00;100,00;16,00;0,00;5,33;149,33;8,00;0,00;38,00;0,00;0,00;0,00;39,11;0,00;0,00;0,00;0,00;8,00;8,00;0,00;56,00;0,00;49,78;0,00;8,89;0,00;0,00;8,00;0,00;0,00;0,00;0,00
2021-06-27;16,00;0,00;16,00;0,00;32,00;8,00;8,00;112,00;0,00;0,00;0,00;48,00;64,00;58,67;0,00;5,33;160,00;0,00;0,00;38,00;24,00;0,00;0,00;55,11;0,00;0,00;0,00;0,00;0,00;0,00;8,00;64,00;0,00;52,80;0,00;52,80;0,00;0,00;8,00;0,00;0,00;0,00;0,00
2021-07-04;8,00;0,00;32,00;0,00;48,00;32,00;16,00;168,00;0,00;0,00;0,00;64,00;72,00;104,00;8,00;0,00;344,00;0,00;0,00;40,00;0,00;0,00;0,00;65,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;50,67;8,00;38,40;0,00;24,00;0,00;25,00;0,00;0,00;0,00;0,00;0,00
2021-07-11;25,00;0,00;25,00;0,00;50,00;0,00;8,33;108,33;0,00;0,00;0,00;25,00;58,33;62,50;0,00;0,00;281,25;8,33;0,00;16,67;8,33;0,00;0,00;98,21;0,00;0,00;8,00;0,00;0,00;0,00;0,00;52,78;0,00;48,33;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00
2021-07-18;9,00;9,00;0,00;0,00;126,00;0,00;0,00;252,00;0,00;0,00;0,00;117,00;85,50;81,00;9,00;0,00;396,00;0,00;0,00;38,25;0,00;0,00;0,00;61,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;69,00;0,00;84,60;0,00;28,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-25;0,00;0,00;0,50;0,00;3,00;0,00;0,00;24,00;0,00;0,00;0,00;29,00;29,00;20,00;0,00;3,00;54,00;0,00;4,00;33,00;0,00;0,00;0,00;38,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;15,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-01;17,00;0,00;8,50;0,00;51,00;0,00;8,50;238,00;0,00;0,00;0,00;80,75;97,75;56,67;0,00;22,67;300,33;0,00;0,00;44,63;0,00;0,00;0,00;117,11;0,00;0,00;9,00;9,00;0,00;0,00;0,00;102,00;0,00;69,70;0,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-08;45,00;0,00;11,25;0,00;135,00;0,00;0,00;171,00;0,00;0,00;0,00;90,00;106,36;67,50;0,00;0,00;247,50;8,18;0,00;96,14;0,00;0,00;0,00;63,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;100,59;0,00;61,67;0,00;26,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-15;9,00;9,00;0,00;0,00;54,00;0,00;0,00;270,00;0,00;0,00;0,00;85,50;67,50;108,00;0,00;9,00;315,00;0,00;0,00;38,25;0,00;0,00;0,00;104,40;0,00;0,00;0,00;0,00;0,00;9,00;0,00;51,00;0,00;64,80;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-22;0,00;0,50;0,50;0,00;2,00;0,00;0,00;24,00;0,00;0,00;0,00;25,00;25,00;14,00;0,00;3,00;41,00;0,00;0,00;13,00;0,00;0,00;5,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;44,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-29;36,00;0,00;9,00;0,00;18,00;0,00;0,00;288,00;0,00;0,00;0,00;44,00;72,00;102,00;0,00;0,00;240,00;0,00;0,00;46,59;0,00;0,00;0,00;108,00;0,00;0,00;9,00;0,00;0,00;7,71;0,00;105,43;0,00;27,43;0,00;27,43;0,00;9,00;0,00;0,00;0,00;0,00;0,00
2021-09-05;46,00;0,00;23,00;11,50;115,00;18,40;0,00;138,00;0,00;0,00;0,00;75,27;29,27;74,75;0,00;11,50;143,75;8,36;0,00;27,18;0,00;0,00;0,00;46,00;9,20;0,00;0,00;0,00;0,00;0,00;0,00;27,06;0,00;56,22;0,00;18,74;0,00;9,00;0,00;0,00;0,00;0,00;0,00
2021-09-12;9,00;0,00;0,00;0,00;90,00;9,00;0,00;108,00;0,00;0,00;0,00;58,50;40,50;40,50;0,00;0,00;81,00;0,00;9,00;58,50;0,00;0,00;9,00;36,00;0,00;0,00;0,00;0,00;0,00;9,00;9,00;60,00;0,00;57,60;0,00;19,80;9,00;9,00;0,00;0,00;0,00;0,00;0,00
2021-09-19;9,00;0,00;0,00;0,00;72,00;9,00;0,00;117,00;0,00;0,00;0,00;49,50;58,50;63,00;0,00;9,00;112,50;0,00;9,00;40,50;0,00;0,00;0,00;45,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;72,00;0,00;28,80;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-26;9,00;9,00;18,00;0,00;126,00;0,00;9,00;153,00;0,00;0,00;0,00;58,50;67,50;54,00;0,00;9,00;162,00;0,00;0,00;9,00;0,00;0,00;9,00;52,20;27,00;0,00;0,00;0,00;0,00;0,00;0,00;60,00;0,00;55,80;0,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-03;7,00;14,00;0,00;0,00;70,00;0,00;7,00;119,00;0,00;0,00;0,00;7,00;52,50;63,00;0,00;0,00;294,00;7,00;7,00;30,33;0,00;0,00;7,00;38,50;7,00;0,00;0,00;0,00;0,00;0,00;0,00;72,33;0,00;42,00;0,00;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-10;6,00;12,00;12,00;0,00;48,00;6,00;0,00;78,00;0,00;12,00;0,00;72,00;108,00;48,00;0,00;0,00;144,00;0,00;0,00;24,00;0,00;0,00;0,00;20,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;21,00;0,00;33,00;0,00;16,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-17;24,00;12,00;0,00;0,00;96,00;0,00;8,00;128,00;8,00;4,00;0,00;36,00;48,00;84,00;0,00;24,00;150,00;0,00;0,00;67,64;6,55;0,00;0,00;48,00;5,54;0,00;0,00;0,00;0,00;0,00;0,00;48,00;0,00;36,00;0,00;17,14;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-24;12,00;6,00;0,00;12,00;60,00;0,00;0,00;132,00;0,00;0,00;0,00;52,00;64,00;66,00;0,00;6,00;192,00;0,00;0,00;46,00;0,00;0,00;0,00;51,43;22,29;0,00;0,00;0,00;6,00;0,00;0,00;98,40;0,00;24,00;0,00;12,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2021-10-31;12,00;12,00;6,00;6,00;96,00;12,00;0,00;204,00;0,00;4,00;0,00;52,00;76,00;90,00;0,00;6,00;132,00;0,00;0,00;74,00;0,00;0,00;6,00;46,00;14,00;0,00;0,00;0,00;6,00;0,00;0,00;48,00;0,00;24,00;0,00;17,14;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2021-11-07;6,00;6,00;6,00;6,00;96,00;6,00;6,00;114,00;0,00;0,00;0,00;102,00;126,00;42,00;0,00;0,00;108,00;6,00;0,00;62,00;0,00;0,00;0,00;38,00;20,00;0,00;0,00;0,00;0,00;6,00;0,00;27,00;0,00;0,00;0,00;28,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-11-14;0,00;0,00;1,00;0,00;5,00;1,00;1,00;12,00;0,00;1,00;0,00;16,00;11,00;11,00;0,00;0,00;25,00;3,00;0,00;28,00;0,00;0,00;0,00;3,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;11,00;2,00;27,00;0,00;7,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2021-11-21;34,00;8,50;8,50;17,00;102,00;8,50;0,00;76,50;0,00;0,00;0,00;21,25;140,25;51,00;5,67;22,67;45,33;0,00;6,38;68,00;0,00;0,00;0,00;34,00;0,00;0,00;0,00;0,00;0,00;0,00;5,23;23,54;0,00;5,10;0,00;5,10;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2021-11-28;17,00;17,00;8,50;17,00;119,00;8,50;0,00;119,00;8,50;0,00;4,25;25,50;80,75;28,33;0,00;5,67;68,00;10,63;0,00;80,75;6,38;5,67;0,00;24,56;17,00;0,00;0,00;0,00;11,00;0,00;5,67;68,00;0,00;17,00;0,00;5,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-12-05;12,00;12,00;12,00;12,00;108,00;0,00;12,00;288,00;0,00;4,00;4,00;76,00;64,00;78,00;0,00;6,00;144,00;0,00;6,00;108,00;0,00;0,00;12,00;12,00;32,00;0,00;0,00;0,00;0,00;0,00;0,00;99,00;0,00;29,14;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-12-12;45,00;22,50;11,25;0,00;247,50;9,00;0,00;252,00;9,00;8,18;8,18;159,55;61,36;90,00;0,00;16,88;129,38;6,43;6,43;111,43;0,00;0,00;5,63;58,13;13,13;0,00;0,00;0,00;6,00;45,00;5,29;108,53;0,00;70,96;12,12;25,96;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-12-19;78,00;9,75;9,75;0,00;214,50;0,00;8,67;338,00;0,00;8,21;0,00;164,21;61,58;192,00;0,00;24,00;180,00;8,43;0,00;196,05;0,00;0,00;16,33;47,16;23,58;0,00;0,00;0,00;8,00;8,07;0,00;56,48;0,00;84,78;15,26;30,52;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-12-26;9,00;18,00;9,00;0,00;342,00;9,00;9,00;603,00;9,00;0,00;49,50;256,50;90,00;207,00;0,00;0,00;297,00;0,00;0,00;175,50;0,00;9,00;45,00;81,00;45,00;0,00;9,00;0,00;0,00;0,00;9,00;207,00;0,00;106,20;0,00;86,40;0,00;9,00;0,00;0,00;0,00;0,00;0,00
