Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;30,00;220,00;190,00;65,00;120,00;90,00;12,86;113,57;66,43;51,43;210,00;248,57;102,86;30,00;78,00;78,00;30,00;18,26;70,43;46,96;95,22;6,67;113,33;71,67;30,00;0,00;0,00;97,89;12,00;6,00;6,00;0,00;0,00;6,00;0,00
2019-01-13;35,00;170,00;145,00;95,00;135,00;80,29;6,18;86,47;86,47;27,22;190,56;194,44;108,89;11,67;93,33;64,17;35,00;35,00;64,81;23,33;93,33;6,36;74,77;46,14;22,27;16,74;0,00;76,09;24,00;12,00;6,00;18,00;0,00;6,00;0,00
2019-01-20;41,00;205,00;199,88;76,88;220,38;94,95;6,47;107,89;71,21;41,00;164,00;229,60;73,80;11,71;76,14;99,57;17,57;23,06;46,13;23,06;69,19;18,04;82,00;59,04;22,96;18,22;0,00;75,93;12,00;0,00;12,00;6,00;0,00;0,00;0,00
2019-01-27;18,00;318,00;186,00;96,00;168,00;87,75;0,00;155,25;67,50;54,00;207,00;211,50;121,50;18,00;72,00;60,00;30,00;57,86;64,29;29,57;57,86;18,00;76,91;18,00;18,00;6,55;0,00;163,64;6,00;0,00;0,00;0,00;18,00;0,00;0,00
2019-02-03;31,00;222,17;206,67;77,50;118,83;119,57;0,00;146,14;81,93;31,00;170,50;193,75;89,13;18,60;46,50;77,50;46,50;31,00;44,48;63,35;49,87;24,47;78,32;60,37;11,42;31,00;6,20;103,85;6,00;0,00;0,00;0,00;6,00;6,00;6,00
2019-02-10;12,00;342,00;264,00;114,00;156,00;70,00;12,00;128,00;82,00;12,00;172,00;184,00;100,00;18,00;114,00;51,00;39,00;37,33;50,67;32,00;106,67;34,50;51,00;16,50;16,50;6,00;0,00;90,00;12,00;6,00;6,00;6,00;6,00;0,00;0,00
2019-02-17;38,00;298,57;222,57;162,86;168,29;86,56;0,00;118,22;67,56;25,33;164,67;232,22;80,22;17,54;76,00;67,23;49,69;56,34;56,34;31,45;87,79;0,00;132,17;49,57;38,00;6,33;0,00;121,92;0,00;0,00;6,00;6,00;19,00;6,00;0,00
2019-02-24;6,00;222,00;204,00;120,00;162,00;92,00;0,00;156,00;58,00;27,00;120,00;96,00;78,00;18,00;81,00;69,00;45,00;10,80;33,60;56,40;28,80;12,00;79,50;16,50;34,50;6,00;0,00;60,00;6,00;6,00;0,00;0,00;25,00;0,00;0,00
2019-03-03;0,00;49,00;47,00;22,00;26,00;28,00;6,00;61,00;28,00;15,00;52,00;77,00;22,00;4,00;34,00;28,00;20,00;23,00;63,00;41,00;68,00;7,00;65,00;29,00;25,00;8,00;0,00;77,00;6,00;24,00;12,00;6,00;18,00;6,00;0,00
2019-03-10;24,00;273,60;192,00;96,00;240,00;80,73;0,00;93,82;93,82;32,00;116,00;248,00;120,00;36,00;93,00;69,00;57,00;35,37;29,05;41,68;93,47;17,60;76,80;11,20;28,80;24,00;0,00;118,50;0,00;0,00;0,00;6,00;30,00;6,00;6,00
2019-03-17;32,00;154,67;160,00;165,33;202,67;106,67;6,40;87,47;38,40;68,00;164,00;264,00;108,00;17,45;69,82;69,82;26,18;77,33;45,33;45,33;70,67;32,00;102,74;45,47;13,47;12,80;0,00;156,80;6,00;19,00;0,00;0,00;13,00;13,00;0,00
2019-03-24;25,00;215,00;130,00;175,00;190,00;85,42;0,00;110,42;79,17;37,50;150,00;287,50;141,67;40,63;106,25;87,50;12,50;43,42;63,16;63,16;63,16;25,00;101,67;25,00;13,33;12,50;6,25;132,81;0,00;6,00;6,00;6,00;6,00;0,00;0,00
2019-03-31;42,00;262,50;189,00;89,25;183,75;94,50;0,00;94,50;77,70;53,45;156,55;236,73;110,73;42,00;87,00;87,00;42,00;24,94;60,38;36,75;90,56;17,77;130,85;46,85;6,46;18,67;6,22;98,00;0,00;18,00;18,00;0,00;18,00;0,00;6,00
2019-04-07;40,00;260,00;185,00;125,00;160,00;124,21;6,32;134,74;73,68;56,00;172,00;240,00;52,00;45,71;154,29;117,14;65,71;52,00;58,67;81,33;76,00;23,33;110,00;35,00;11,67;16,92;16,92;113,85;6,00;11,00;6,00;6,00;11,00;11,00;11,00
2019-04-14;100,00;526,32;226,32;121,05;236,84;185,11;6,38;93,62;53,19;52,00;240,00;400,00;108,00;20,59;114,71;73,53;47,06;60,53;47,37;60,53;106,58;13,11;73,77;32,79;32,79;53,85;13,85;86,15;13,00;13,00;0,00;7,00;33,00;20,00;0,00
2019-04-21;60,00;321,82;256,36;92,73;223,64;107,14;12,86;120,00;100,71;28,00;200,00;264,00;140,00;27,00;96,00;135,00;60,00;39,13;53,48;60,00;79,57;33,33;86,67;26,67;20,00;33,85;20,00;86,15;0,00;7,00;27,00;7,00;47,00;13,00;13,00
2019-04-28;41,00;297,25;215,25;138,38;215,25;82,00;0,00;88,47;116,53;49,20;131,20;278,80;106,60;41,00;140,57;117,14;41,00;23,81;46,29;23,81;52,90;11,48;104,96;29,52;6,56;12,62;0,00;94,62;0,00;0,00;12,00;6,00;12,00;6,00;6,00
2019-05-05;29,00;314,17;183,67;96,67;241,67;147,07;0,00;182,29;72,50;37,29;211,29;261,00;95,29;58,00;121,80;81,20;40,60;59,32;52,73;40,86;112,05;45,11;62,83;29,00;51,56;29,00;0,00;109,89;12,00;0,00;23,00;12,00;6,00;0,00;12,00
2019-05-12;36,00;267,43;154,29;138,86;169,71;211,76;0,00;93,18;59,29;24,00;132,00;260,00;76,00;48,00;132,00;114,00;48,00;108,00;42,67;48,00;66,67;18,00;36,00;36,00;18,00;18,78;23,48;114,26;6,00;0,00;6,00;0,00;12,00;0,00;18,00
2019-05-19;35,00;200,00;125,00;60,00;205,00;109,12;12,35;125,59;80,29;46,67;143,89;268,33;105,00;29,17;163,33;110,83;46,67;93,33;58,33;46,67;58,33;17,50;79,55;11,14;28,64;22,83;12,17;82,17;6,00;24,00;12,00;0,00;24,00;6,00;0,00
2019-05-26;57,00;305,73;171,00;103,64;253,91;107,67;0,00;114,00;107,67;40,71;130,29;329,79;109,93;90,00;129,00;105,00;105,00;50,52;44,05;69,95;57,00;13,03;125,40;50,49;24,43;18,49;6,16;127,86;26,00;19,00;0,00;6,00;19,00;6,00;0,00
2019-06-02;54,00;275,40;199,80;86,40;221,40;84,24;0,00;108,00;97,20;41,54;128,77;278,31;87,23;24,00;135,00;66,00;42,00;42,15;30,29;48,73;108,00;24,55;101,45;36,00;36,00;12,34;6,17;101,83;0,00;6,00;18,00;0,00;0,00;12,00;0,00
2019-06-09;42,00;278,25;236,25;73,50;204,75;136,50;6,30;123,90;94,50;25,20;130,20;189,00;130,20;66,00;105,00;99,00;18,00;53,81;53,81;72,19;65,63;36,96;85,68;42,00;30,24;12,44;0,00;144,67;18,00;24,00;0,00;0,00;0,00;6,00;0,00
2019-06-16;49,00;288,56;152,44;87,11;185,11;59,65;6,39;108,65;55,39;32,67;147,00;277,67;106,17;23,06;106,65;83,59;34,59;49,00;86,08;37,08;86,08;17,97;84,93;49,00;24,50;6,32;6,32;118,55;12,00;0,00;6,00;6,00;18,00;6,00;0,00
2019-06-23;90,00;217,06;169,41;63,53;217,06;64,29;0,00;96,43;109,29;32,73;155,45;196,36;139,09;5,81;107,42;49,35;11,61;57,39;50,87;44,35;57,39;19,64;70,36;50,73;13,09;12,41;12,41;116,38;13,00;6,00;6,00;13,00;0,00;19,00;0,00
2019-06-30;57,00;238,36;139,91;62,18;217,64;63,33;12,67;73,89;67,56;32,57;134,36;264,64;81,43;18,00;123,00;51,00;27,00;76,88;108,70;63,63;76,88;45,26;83,82;38,56;18,44;30,81;0,00;100,14;25,00;19,00;0,00;6,00;0,00;0,00;0,00
2019-07-07;63,00;278,25;210,00;99,75;178,50;45,62;6,52;141,21;89,07;51,19;141,75;173,25;63,00;45,00;108,00;78,00;45,00;69,56;38,06;69,56;119,44;13,26;107,76;69,63;0,00;24,59;12,29;144,44;19,00;6,00;13,00;6,00;38,00;0,00;6,00
2019-07-14;89,00;287,94;225,12;109,94;246,06;135,62;12,71;74,17;101,71;68,77;153,73;303,41;84,95;14,83;109,77;160,20;14,83;82,46;82,46;40,57;95,54;19,78;164,81;41,20;34,61;13,81;0,00;122,76;7,00;14,00;7,00;0,00;21,00;0,00;0,00
2019-07-21;73,00;328,50;177,29;140,79;213,79;111,65;6,44;176,06;96,62;44,61;231,17;287,94;117,61;29,20;198,56;102,20;35,04;87,34;36,50;50,84;87,34;29,86;126,09;66,36;29,86;0,00;29,51;125,81;15,00;0,00;7,00;22,00;22,00;0,00;0,00
2019-07-28;58,00;216,18;168,73;126,55;205,64;131,04;0,00;73,04;118,15;29,00;182,29;186,43;74,57;49,30;101,50;145,00;43,50;73,82;51,41;73,82;131,82;21,54;72,91;36,46;44,74;21,37;7,63;151,11;7,00;15,00;36,00;0,00;15,00;0,00;0,00
2019-08-04;34,00;266,33;221,00;119,00;181,33;87,13;0,00;80,75;106,25;42,50;212,50;199,75;97,75;43,27;126,73;34,00;34,00;53,62;53,62;60,15;113,77;27,20;96,90;34,00;20,40;34,00;0,00;128,27;0,00;13,00;0,00;7,00;0,00;7,00;0,00
2019-08-11;43,00;193,50;225,75;75,25;215,00;62,35;12,90;81,70;81,70;19,55;164,18;191,55;43,00;17,20;97,47;91,73;54,47;54,73;54,73;31,27;79,48;36,38;43,00;11,58;11,58;18,43;6,14;98,29;6,00;6,00;0,00;12,00;12,00;19,00;6,00
2019-08-18;42,00;204,75;215,25;94,50;183,75;81,90;0,00;100,80;81,90;25,20;155,40;294,00;113,40;24,00;87,00;87,00;60,00;18,38;42,00;65,63;65,63;11,76;85,68;42,00;36,96;18,67;0,00;84,00;6,00;6,00;6,00;0,00;0,00;0,00;0,00
2019-08-25;30,00;260,00;195,00;45,00;215,00;83,57;6,43;83,57;60,00;42,86;171,43;265,71;51,43;24,00;120,00;90,00;6,00;41,74;30,00;58,70;46,96;6,67;71,67;41,67;36,67;12,63;0,00;121,58;6,00;6,00;12,00;24,00;24,00;12,00;0,00
2019-09-01;23,00;385,25;184,00;97,75;207,00;133,82;6,27;110,82;94,09;65,17;164,83;279,83;107,33;5,75;106,38;100,63;60,38;64,94;93,35;70,35;100,12;16,43;46,00;55,86;4,93;27,60;6,13;130,33;0,00;6,00;0,00;6,00;6,00;0,00;0,00
2019-09-08;30,00;285,00;245,00;85,00;180,00;90,00;6,43;141,43;64,29;42,86;210,00;240,00;107,14;12,00;78,00;84,00;48,00;23,48;35,22;70,43;46,96;18,33;113,33;23,33;41,67;12,63;12,63;91,58;0,00;6,00;12,00;12,00;6,00;6,00;6,00
2019-09-15;18,00;348,00;252,00;96,00;204,00;99,00;18,00;105,75;87,75;67,50;238,50;306,00;144,00;18,00;126,00;66,00;54,00;67,85;67,85;37,38;55,38;22,91;129,27;0,00;22,91;18,00;0,00;112,91;6,00;12,00;6,00;0,00;29,00;0,00;0,00
2019-09-22;41,00;333,13;266,50;107,63;230,63;94,95;10,79;159,68;53,95;53,30;147,60;323,90;69,70;64,43;99,57;82,00;35,14;59,52;29,10;41,00;88,61;41,00;104,96;6,56;29,52;17,35;0,00;100,92;23,00;12,00;6,00;0,00;12,00;18,00;12,00
2019-09-29;36,00;288,00;246,86;113,14;200,57;112,24;0,00;141,88;59,29;40,00;184,00;268,00;120,00;24,00;84,00;129,00;96,00;42,67;48,00;30,67;85,33;18,00;129,27;18,00;47,45;12,52;6,26;97,04;0,00;0,00;12,00;6,00;6,00;0,00;0,00
2019-10-06;30,00;315,00;165,00;120,00;180,00;90,00;0,00;120,00;60,00;38,57;197,14;274,29;102,86;36,00;129,00;105,00;105,00;48,26;60,00;53,48;48,26;36,67;115,00;30,00;11,67;18,95;18,95;123,16;12,00;12,00;0,00;6,00;0,00;0,00;0,00
2019-10-13;42,00;262,50;283,50;126,00;309,75;117,60;0,00;111,30;52,50;79,80;142,80;306,60;130,20;30,00;129,00;99,00;24,00;48,56;72,19;42,00;114,19;25,20;97,44;25,20;25,20;12,44;0,00;108,89;18,00;6,00;6,00;6,00;24,00;24,00;0,00
2019-10-20;23,00;368,00;189,75;103,50;161,00;127,55;0,00;140,09;77,36;49,83;118,83;241,50;65,17;40,25;77,63;106,38;48,88;40,59;41,94;29,76;77,12;27,93;90,36;16,43;23,00;16,87;6,13;102,73;6,00;17,00;6,00;0,00;6,00;6,00;11,00
2019-10-27;52,00;291,20;223,60;93,60;109,20;93,17;6,50;65,00;86,67;68,00;128,00;176,00;136,00;23,11;78,00;78,00;34,67;46,67;34,67;58,67;88,00;23,48;63,74;23,48;16,77;6,30;17,33;53,58;0,00;0,00;12,00;6,00;12,00;0,00;0,00
2019-11-03;17,00;345,67;175,67;68,00;170,00;93,50;6,38;127,50;65,88;29,75;208,25;331,50;72,25;17,00;82,17;96,33;59,50;17,00;44,46;49,69;117,69;28,90;91,80;23,80;11,90;6,18;0,00;83,45;0,00;6,00;6,00;6,00;0,00;6,00;6,00
2019-11-10;23,00;258,75;189,75;92,00;132,25;83,64;6,27;100,36;73,18;23,00;153,33;237,67;103,50;23,00;232,88;94,88;48,88;58,18;47,35;64,94;58,18;11,50;62,43;62,43;27,93;23,00;0,00;44,47;6,00;0,00;11,00;6,00;0,00;0,00;0,00
2019-11-17;17,00;260,67;181,33;51,00;130,33;74,38;6,38;68,00;34,00;55,25;131,75;221,00;127,50;28,33;147,33;93,50;34,00;28,77;56,23;56,23;102,00;5,10;100,30;35,70;11,90;10,82;0,00;68,00;11,00;6,00;11,00;0,00;6,00;17,00;0,00
2019-11-24;11,00;236,50;165,00;82,50;77,00;85,80;0,00;96,80;68,20;62,33;91,67;227,33;40,33;22,00;63,25;88,00;46,75;34,38;11,00;75,63;86,63;0,00;42,43;11,00;26,71;0,00;11,00;91,14;11,00;6,00;6,00;0,00;11,00;0,00;0,00
2019-12-01;34,00;170,00;155,43;111,71;102,00;61,63;0,00;91,38;27,63;68,00;127,50;157,25;97,75;17,00;76,50;59,50;45,33;62,77;34,00;17,00;57,54;22,67;89,05;27,52;22,67;17,00;6,18;63,36;17,00;6,00;6,00;0,00;6,00;11,00;0,00
2019-12-08;11,00;231,00;187,00;60,50;132,00;101,20;6,60;105,60;59,40;88,00;77,00;172,33;51,33;16,50;52,25;101,75;52,25;31,78;58,67;42,78;42,78;15,71;88,00;22,00;15,71;6,29;0,00;81,71;11,00;0,00;6,00;11,00;0,00;0,00;0,00
2019-12-15;46,00;311,78;158,44;92,00;168,67;106,64;6,27;102,45;79,45;54,36;125,45;326,18;83,64;40,25;69,00;135,13;40,25;17,09;34,17;69,66;69,66;11,50;103,50;16,43;11,50;6,13;0,00;102,73;0,00;12,00;6,00;0,00;6,00;17,00;0,00
2019-12-22;27,00;253,80;183,60;167,40;205,20;78,92;6,23;105,92;91,38;65,57;208,29;219,86;92,57;69,00;105,00;84,00;27,00;39,86;27,00;46,29;66,86;20,25;82,69;20,25;27,00;28,59;0,00;139,76;7,00;0,00;0,00;20,00;20,00;0,00;0,00
2019-12-29;19,00;237,50;204,25;133,00;109,25;126,67;12,67;152,00;57,00;38,00;133,00;364,80;60,80;29,86;76,00;100,43;65,14;49,40;25,33;12,67;111,47;6,33;98,17;42,75;25,33;19,00;0,00;131,42;0,00;0,00;13,00;0,00;26,00;19,00;6,00
2020-01-05;22,00;236,50;165,00;88,00;170,50;94,60;6,60;101,20;68,20;61,60;136,40;220,00;70,40;12,57;34,57;100,57;34,57;32,35;37,53;27,18;69,88;33,85;106,62;38,92;11,85;11,00;0,00;128,86;16,00;5,00;5,00;0,00;5,00;5,00;0,00
2020-01-12;11,00;346,50;280,50;154,00;192,50;94,60;0,00;110,00;61,60;33,00;157,67;220,00;62,33;24,75;71,50;55,00;35,75;22,00;34,38;27,50;56,38;15,71;45,57;40,86;25,14;15,71;4,71;121,00;5,00;5,00;0,00;5,00;0,00;0,00;0,00
2020-01-19;27,00;199,80;210,60;145,80;124,20;130,85;6,23;83,08;72,69;34,71;119,57;181,29;104,14;48,00;78,00;78,00;21,00;47,57;42,43;57,86;100,29;16,88;70,88;33,75;5,06;33,35;22,24;104,82;0,00;5,00;16,00;0,00;5,00;0,00;0,00
