Semaine;Nice (FR);Paris (FR);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2020-11-01;16,00;96,00;58,67;69,33;80,00;8,00;64,00;32,00;20,00;36,00;32,00;72,00;20,00;48,00;20,00;4,00;37,33;85,33;5,33;21,33;4,00;18,00;15,00;16,00;5,00;12,00;1,00;12,00;2,00;0,00;5,00;1,00;6,00;3,00;1,00
2020-11-08;23,00;126,50;63,25;80,50;69,00;5,75;69,00;23,00;21,08;36,42;44,08;92,00;9,20;59,80;18,40;9,20;34,50;143,75;5,75;17,25;5,00;20,00;23,00;19,00;5,00;23,00;4,00;13,00;4,00;5,00;1,00;3,00;4,00;0,00;1,00
2020-11-15;6,00;144,00;60,00;66,00;42,00;3,00;30,00;12,00;26,00;50,00;28,00;106,00;9,00;30,00;27,00;3,00;36,00;156,00;12,00;18,00;3,00;17,00;24,00;17,00;8,00;15,00;1,00;9,00;8,00;3,00;3,00;0,00;9,00;0,00;1,00
2020-11-22;15,00;105,00;70,00;95,00;105,00;7,50;105,00;45,00;20,63;33,75;37,50;61,88;7,50;33,75;15,00;7,50;25,00;105,00;10,00;15,00;10,00;20,00;10,00;15,00;9,00;16,00;4,00;12,00;4,00;5,00;1,00;1,00;1,00;0,00;0,00
2020-11-29;18,00;132,00;84,00;66,00;54,00;0,00;54,00;18,00;24,00;38,00;34,00;72,00;18,00;63,00;18,00;4,50;36,00;144,00;12,00;30,00;4,00;9,00;19,00;18,00;4,00;14,00;3,00;14,00;10,00;9,00;3,00;0,00;5,00;3,00;0,00
2020-12-06;10,00;100,00;60,00;55,00;70,00;5,00;60,00;20,00;34,00;40,00;46,00;50,00;16,67;40,00;20,00;3,33;25,00;130,00;10,00;15,00;4,00;13,00;12,00;26,00;12,00;18,00;4,00;21,00;4,00;1,00;3,00;3,00;7,00;0,00;1,00
2020-12-13;16,00;117,33;85,33;80,00;112,00;8,00;80,00;48,00;22,00;24,00;36,00;58,00;12,00;28,00;16,00;8,00;26,67;192,00;10,67;16,00;9,00;15,00;23,00;24,00;9,00;15,00;1,00;13,00;4,00;1,00;3,00;0,00;9,00;0,00;0,00
2020-12-20;19,00;99,75;42,75;76,00;47,50;4,75;66,50;28,50;28,50;45,60;49,40;66,50;15,20;57,00;22,80;1,90;38,00;177,33;6,33;25,33;10,00;12,00;23,00;29,00;1,00;18,00;7,00;15,00;6,00;1,00;1,00;0,00;9,00;0,00;0,00
2020-12-27;14,00;74,67;51,33;70,00;84,00;0,00;70,00;56,00;22,00;32,00;34,00;40,00;14,00;49,00;14,00;3,50;28,00;102,67;4,67;18,67;5,00;12,00;13,00;21,00;9,00;13,00;5,00;12,00;7,00;5,00;4,00;1,00;13,00;1,00;0,00
2021-01-03;12,00;126,00;54,00;108,00;72,00;6,00;120,00;24,00;38,00;34,00;26,00;68,00;20,00;52,00;16,00;2,00;24,00;96,00;6,00;30,00;13,00;15,00;23,00;16,00;6,00;19,00;3,00;9,00;5,00;2,00;5,00;0,00;5,00;0,00;0,00
2021-01-10;16,00;101,33;48,00;74,67;96,00;8,00;144,00;32,00;14,00;32,00;38,00;44,00;8,00;48,00;16,00;8,00;37,33;106,67;5,33;16,00;3,00;21,00;16,00;13,00;5,00;11,00;1,00;19,00;5,00;9,00;1,00;0,00;8,00;3,00;1,00
2021-01-17;10,00;110,00;45,00;80,00;60,00;5,00;120,00;10,00;30,00;36,00;42,00;50,00;10,00;70,00;20,00;10,00;25,00;100,00;5,00;10,00;6,00;10,00;14,00;15,00;7,00;11,00;6,00;16,00;5,00;4,00;1,00;4,00;7,00;0,00;1,00
2021-01-24;10,00;85,00;45,00;70,00;50,00;10,00;70,00;10,00;12,00;44,00;22,00;62,00;20,00;55,00;15,00;5,00;35,00;105,00;5,00;10,00;5,00;11,00;18,00;15,00;11,00;8,00;7,00;10,00;4,00;5,00;2,00;2,00;5,00;0,00;1,00
2021-01-31;9,00;67,50;27,00;31,50;45,00;0,00;45,00;9,00;27,00;27,00;38,25;58,50;22,50;40,50;13,50;4,50;18,00;81,00;4,50;9,00;5,00;9,00;6,00;14,00;3,00;11,00;1,00;8,00;4,00;0,00;0,00;0,00;1,00;0,00;0,00
2021-02-07;4,00;44,00;20,00;52,00;32,00;4,00;48,00;8,00;14,00;20,00;32,00;42,00;12,00;36,00;12,00;4,00;24,00;72,00;4,00;12,00;5,00;6,00;12,00;10,00;4,00;13,00;4,00;8,00;1,00;0,00;3,00;0,00;5,00;1,00;0,00
2021-02-14;13,00;104,00;52,00;110,50;65,00;6,50;52,00;13,00;22,29;20,43;35,29;65,00;17,33;56,33;17,33;4,33;32,50;117,00;6,50;13,00;0,00;13,00;14,00;9,00;4,00;12,00;7,00;17,00;5,00;3,00;4,00;3,00;5,00;0,00;0,00
2021-02-21;30,00;85,00;60,00;90,00;60,00;5,00;60,00;30,00;26,25;31,88;28,13;65,63;8,57;68,57;8,57;4,29;30,00;110,00;5,00;15,00;4,00;8,00;11,00;14,00;9,00;6,00;0,00;5,00;0,00;3,00;3,00;0,00;4,00;0,00;1,00
2021-02-28;14,00;70,00;42,00;60,67;42,00;7,00;56,00;14,00;26,00;32,00;18,00;58,00;14,00;60,67;14,00;4,67;18,67;102,67;4,67;14,00;6,00;12,00;10,00;10,00;4,00;9,00;3,00;8,00;1,00;0,00;3,00;1,00;6,00;1,00;0,00
2021-03-07;9,00;67,50;40,50;63,00;36,00;4,50;54,00;18,00;14,40;25,20;28,80;39,60;22,50;67,50;9,00;2,25;27,00;76,50;4,50;18,00;4,00;5,00;15,00;12,00;5,00;7,00;3,00;12,00;4,00;0,00;3,00;0,00;3,00;1,00;0,00
2021-03-14;11,00;104,50;66,00;99,00;55,00;5,50;33,00;33,00;29,33;31,17;27,50;60,50;11,00;55,00;11,00;3,67;33,00;104,50;11,00;16,50;6,00;10,00;14,00;17,00;8,00;14,00;3,00;10,00;4,00;3,00;3,00;0,00;4,00;0,00;0,00
2021-03-21;4,00;48,00;28,00;44,00;32,00;4,00;40,00;8,00;20,00;32,00;20,00;70,00;12,00;56,00;4,00;4,00;24,00;76,00;4,00;4,00;11,00;11,00;8,00;5,00;4,00;9,00;4,00;12,00;4,00;1,00;1,00;1,00;3,00;1,00;1,00
2021-03-28;11,00;77,00;33,00;71,50;33,00;11,00;44,00;22,00;14,67;9,17;22,00;67,83;7,33;47,67;3,67;0,00;16,50;110,00;2,75;5,50;1,00;3,00;6,00;6,00;6,00;9,00;4,00;4,00;1,00;3,00;0,00;0,00;3,00;0,00;1,00
2021-04-04;10,00;60,00;40,00;45,00;30,00;0,00;60,00;10,00;12,00;18,00;20,00;56,00;5,00;40,00;15,00;2,50;35,00;95,00;0,00;10,00;3,00;10,00;5,00;7,00;3,00;4,00;0,00;7,00;3,00;3,00;3,00;1,00;5,00;0,00;0,00
2021-04-11;10,00;40,00;35,00;60,00;40,00;0,00;40,00;10,00;14,00;18,00;30,00;50,00;10,00;40,00;5,00;0,00;20,00;90,00;5,00;10,00;3,00;4,00;7,00;4,00;1,00;8,00;1,00;7,00;1,00;1,00;3,00;0,00;9,00;0,00;0,00
2021-04-18;3,00;24,00;18,00;24,00;18,00;0,00;30,00;12,00;18,00;33,00;21,00;51,00;6,00;24,00;6,00;0,00;12,00;63,00;3,00;9,00;7,00;6,00;13,00;9,00;1,00;10,00;1,00;7,00;3,00;1,00;0,00;0,00;9,00;0,00;0,00
2021-04-25;3,00;45,00;18,00;39,00;30,00;3,00;36,00;6,00;39,00;18,00;27,00;84,00;3,00;24,00;6,00;3,00;12,00;60,00;6,00;6,00;4,00;3,00;1,00;7,00;4,00;3,00;1,00;6,00;3,00;3,00;0,00;1,00;8,00;0,00;0,00
2021-05-02;8,00;88,00;48,00;96,00;24,00;0,00;144,00;40,00;10,00;10,00;16,00;70,00;8,00;36,00;8,00;0,00;40,00;184,00;4,00;8,00;3,00;9,00;3,00;8,00;5,00;9,00;3,00;4,00;3,00;1,00;1,00;0,00;7,00;0,00;1,00
2021-05-09;10,00;60,00;35,00;65,00;40,00;5,00;80,00;60,00;20,00;24,00;20,00;36,00;10,00;75,00;25,00;0,00;30,00;130,00;5,00;10,00;4,00;8,00;7,00;10,00;5,00;5,00;1,00;7,00;0,00;7,00;3,00;3,00;3,00;3,00;0,00
2021-05-16;22,00;82,50;33,00;77,00;33,00;0,00;55,00;66,00;20,00;16,00;20,00;36,00;13,20;48,40;13,20;4,40;38,50;126,50;2,75;16,50;1,00;3,00;3,00;5,00;4,00;4,00;1,00;12,00;5,00;0,00;1,00;1,00;11,00;0,00;0,00
2021-05-23;17,00;85,00;45,33;85,00;34,00;8,50;34,00;42,50;11,33;13,22;17,00;54,78;8,50;38,25;17,00;2,13;34,00;141,67;0,00;5,67;3,00;7,00;6,00;10,00;6,00;3,00;0,00;3,00;1,00;3,00;3,00;0,00;13,00;0,00;0,00
2021-05-30;13,00;91,00;45,50;110,50;52,00;6,50;65,00;39,00;22,29;16,71;24,14;42,71;13,00;39,00;8,67;4,33;45,50;195,00;3,25;13,00;5,00;9,00;8,00;8,00;11,00;6,00;3,00;5,00;3,00;4,00;1,00;1,00;0,00;0,00;0,00
2021-06-06;17,00;51,00;51,00;73,67;34,00;4,25;25,50;25,50;18,89;22,67;22,67;45,33;8,50;38,25;4,25;0,00;45,33;170,00;5,67;11,33;3,00;4,00;6,00;3,00;3,00;11,00;1,00;8,00;1,00;0,00;0,00;0,00;7,00;1,00;0,00
2021-06-13;14,00;60,67;42,00;65,33;70,00;7,00;70,00;14,00;12,00;14,00;14,00;48,00;18,67;56,00;9,33;4,67;28,00;121,33;4,67;4,67;4,00;6,00;8,00;4,00;4,00;6,00;1,00;3,00;0,00;3,00;1,00;0,00;1,00;1,00;1,00
2021-06-20;14,00;79,33;42,00;74,67;70,00;0,00;70,00;28,00;18,00;22,00;24,00;38,00;18,67;46,67;9,33;0,00;46,67;154,00;4,67;14,00;4,00;7,00;1,00;7,00;0,00;7,00;3,00;0,00;1,00;3,00;6,00;1,00;3,00;0,00;0,00
2021-06-27;16,00;90,67;42,67;101,33;112,00;8,00;64,00;32,00;16,00;16,00;24,00;52,00;8,00;24,00;8,00;4,00;42,67;176,00;2,67;5,33;7,00;7,00;4,00;12,00;3,00;14,00;7,00;5,00;3,00;0,00;1,00;0,00;7,00;0,00;0,00
2021-07-04;19,00;90,25;52,25;85,50;47,50;4,75;38,00;28,50;19,00;24,70;28,50;41,80;11,40;38,00;3,80;3,80;52,25;156,75;9,50;14,25;4,00;11,00;4,00;10,00;8,00;15,00;0,00;7,00;6,00;1,00;6,00;1,00;7,00;1,00;1,00
2021-07-11;32,00;117,33;74,67;128,00;53,33;0,00;42,67;21,33;14,00;18,00;36,00;38,00;12,00;44,00;12,00;4,00;53,33;170,67;10,67;16,00;6,00;4,00;4,00;6,00;4,00;13,00;1,00;4,00;4,00;1,00;4,00;3,00;3,00;1,00;0,00
2021-07-18;25,00;105,00;45,00;85,00;37,50;0,00;87,50;25,00;26,92;32,69;23,08;38,46;12,50;41,67;4,17;0,00;65,00;210,00;5,00;10,00;6,00;7,00;4,00;6,00;7,00;4,00;1,00;10,00;1,00;0,00;0,00;1,00;0,00;0,00;1,00
2021-07-25;14,00;88,67;46,67;98,00;42,00;0,00;84,00;42,00;18,00;36,00;30,00;48,00;14,00;42,00;9,33;2,33;37,33;214,67;4,67;14,00;7,00;4,00;6,00;6,00;3,00;13,00;3,00;7,00;6,00;0,00;4,00;1,00;14,00;0,00;0,00
2021-08-01;17,00;119,00;68,00;136,00;34,00;8,50;42,50;34,00;20,78;43,44;15,11;34,00;12,75;55,25;17,00;4,25;90,67;277,67;5,67;11,33;12,00;12,00;13,00;19,00;7,00;17,00;4,00;12,00;1,00;1,00;3,00;1,00;9,00;0,00;1,00
2021-08-08;29,00;191,40;69,60;162,40;38,67;9,67;48,33;38,67;19,33;36,73;27,07;36,73;20,71;53,86;8,29;0,00;69,60;348,00;11,60;23,20;10,00;7,00;1,00;3,00;16,00;19,00;3,00;6,00;4,00;3,00;1,00;3,00;12,00;0,00;1,00
2021-08-15;17,00;158,67;79,33;164,33;42,50;4,25;51,00;34,00;28,33;39,67;28,33;39,67;17,00;55,25;8,50;17,00;56,67;283,33;11,33;28,33;12,00;12,00;7,00;12,00;9,00;10,00;0,00;7,00;3,00;4,00;1,00;3,00;6,00;1,00;1,00
2021-08-22;29,00;179,80;63,80;162,40;48,33;9,67;58,00;19,33;23,20;29,00;25,13;42,53;24,86;45,57;29,00;4,14;69,60;261,00;11,60;11,60;13,00;13,00;10,00;23,00;10,00;15,00;3,00;11,00;11,00;5,00;5,00;6,00;3,00;2,00;2,00
2021-08-29;26,00;135,20;62,40;145,60;91,00;6,50;91,00;52,00;18,00;40,00;38,00;40,00;17,33;65,00;26,00;0,00;46,80;291,20;10,40;20,80;17,00;8,00;17,00;18,00;14,00;15,00;5,00;12,00;11,00;3,00;0,00;5,00;11,00;0,00;3,00
2021-09-05;28,00;162,40;61,60;128,80;46,67;4,67;46,67;37,33;24,00;34,00;26,00;36,00;16,00;68,00;20,00;8,00;67,20;268,80;16,80;16,80;8,00;9,00;8,00;11,00;8,00;14,00;2,00;3,00;8,00;2,00;3,00;2,00;8,00;0,00;2,00
2021-09-12;21,00;173,25;94,50;152,25;63,00;10,50;73,50;52,50;38,18;55,36;66,82;84,00;16,80;75,60;12,60;4,20;63,00;252,00;5,25;21,00;9,00;23,00;9,00;15,00;12,00;14,00;3,00;5,00;5,00;6,00;0,00;0,00;6,00;2,00;0,00
2021-09-19;22,00;181,50;77,00;165,00;55,00;5,50;77,00;55,00;28,00;44,00;46,00;88,00;35,20;74,80;30,80;4,40;55,00;286,00;5,50;22,00;6,00;6,00;9,00;12,00;9,00;19,00;0,00;15,00;10,00;3,00;3,00;0,00;3,00;0,00;0,00
2021-09-26;15,00;190,00;95,00;155,00;90,00;15,00;120,00;60,00;49,29;60,00;40,71;120,00;15,00;67,50;18,75;3,75;60,00;235,00;5,00;15,00;10,00;18,00;13,00;9,00;13,00;21,00;3,00;4,00;3,00;1,00;7,00;0,00;10,00;0,00;0,00
2021-10-03;33,00;225,50;88,00;132,00;77,00;5,50;77,00;44,00;42,71;44,65;42,71;120,35;53,63;66,00;28,88;12,38;77,00;258,50;5,50;22,00;7,00;16,00;12,00;16,00;7,00;24,00;2,00;13,00;10,00;3,00;2,00;1,00;13,00;0,00;0,00
2021-10-10;20,00;230,00;95,00;115,00;90,00;5,00;70,00;40,00;80,00;46,00;40,00;92,00;64,00;68,00;24,00;8,00;60,00;195,00;10,00;15,00;12,00;13,00;7,00;18,00;7,00;11,00;6,00;6,00;5,00;2,00;2,00;2,00;5,00;0,00;0,00
2021-10-17;17,00;255,00;102,00;175,67;68,00;4,25;68,00;34,00;65,88;46,75;51,00;140,25;68,00;68,00;25,50;4,25;34,00;221,00;11,33;17,00;2,00;13,00;13,00;23,00;6,00;23,00;3,00;3,00;6,00;0,00;1,00;1,00;5,00;1,00;2,00
2021-10-24;23,00;212,75;103,50;149,50;80,50;5,75;80,50;34,50;69,00;44,08;40,25;74,75;46,00;61,33;26,83;7,67;40,25;224,25;5,75;17,25;4,00;15,00;13,00;19,00;13,00;15,00;2,00;8,00;3,00;0,00;1,00;1,00;2,00;0,00;2,00
2021-10-31;18,00;258,00;108,00;114,00;72,00;4,50;54,00;36,00;76,00;44,00;44,00;92,00;76,50;54,00;27,00;4,50;48,00;228,00;6,00;12,00;5,00;14,00;11,00;18,00;7,00;21,00;2,00;7,00;11,00;2,00;2,00;1,00;4,00;0,00;0,00
2021-11-07;16,00;240,00;106,67;101,33;128,00;8,00;80,00;48,00;62,00;40,00;42,00;106,00;84,00;64,00;24,00;4,00;37,33;256,00;5,33;10,67;5,00;9,00;15,00;14,00;12,00;35,00;3,00;10,00;3,00;1,00;7,00;3,00;2,00;0,00;0,00
2021-11-14;16,00;218,67;74,67;112,00;96,00;8,00;96,00;48,00;68,00;36,00;38,00;90,00;64,00;60,00;24,00;4,00;42,67;213,33;10,67;21,33;7,00;14,00;16,00;20,00;7,00;19,00;7,00;11,00;5,00;6,00;1,00;3,00;4,00;1,00;2,00
2021-11-21;8,00;296,00;80,00;152,00;56,00;4,00;40,00;24,00;68,00;32,00;40,00;94,00;72,00;64,00;8,00;4,00;48,00;312,00;8,00;16,00;5,00;7,00;8,00;15,00;6,00;15,00;1,00;7,00;2,00;0,00;1,00;1,00;6,00;1,00;1,00
2021-11-28;11,00;170,50;49,50;66,00;44,00;5,50;55,00;33,00;49,50;38,50;34,83;69,67;55,00;40,33;7,33;3,67;22,00;181,50;11,00;11,00;4,00;11,00;13,00;12,00;1,00;46,00;2,00;8,00;3,00;1,00;4,00;0,00;2,00;1,00;0,00
2021-12-05;13,00;149,50;71,50;84,50;78,00;6,50;65,00;26,00;49,83;28,17;41,17;71,50;52,00;43,33;13,00;4,33;39,00;195,00;6,50;19,50;5,00;13,00;7,00;16,00;4,00;15,00;2,00;6,00;3,00;2,00;1,00;2,00;1,00;0,00;1,00
2021-12-12;11,00;137,50;49,50;71,50;55,00;5,50;55,00;22,00;38,50;27,50;27,50;58,67;40,33;36,67;11,00;3,67;27,50;154,00;5,50;16,50;5,00;8,00;7,00;10,00;0,00;20,00;1,00;3,00;4,00;0,00;0,00;0,00;3,00;0,00;1,00
2021-12-19;9,00;85,50;40,50;45,00;27,00;0,00;36,00;9,00;38,25;22,50;45,00;85,50;36,00;49,50;22,50;9,00;18,00;99,00;4,50;9,00;1,00;13,00;13,00;11,00;6,00;10,00;4,00;4,00;1,00;0,00;3,00;0,00;4,00;0,00;0,00
2021-12-26;12,00;174,00;72,00;114,00;72,00;6,00;72,00;24,00;34,00;28,00;36,00;78,00;52,00;52,00;12,00;4,00;36,00;174,00;6,00;6,00;5,00;12,00;8,00;29,00;4,00;26,00;7,00;9,00;4,00;3,00;4,00;1,00;4,00;0,00;0,00
