Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-04-21;55,00;45,13;5,64;0,00;5,64;26,00;4,00;0,00;10,00;185,95;18,33;10,48;5,24;11,58;73,82;5,79;1,45;2,00;2,00;8,00;0,00;84,51;17,44;25,49;9,39;0,00;0,00;0,00;2,00;10,00;2,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-28;40,00;45,71;7,14;0,00;10,00;31,00;0,00;2,00;10,00;150,00;17,50;7,50;2,50;7,14;80,00;7,14;0,00;2,00;2,00;0,00;0,00;64,00;14,67;22,67;5,33;0,00;0,00;0,00;0,00;6,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-05;41,00;42,41;5,66;0,00;0,00;27,00;2,00;0,00;10,00;166,56;17,94;7,69;0,00;11,71;82,00;1,46;1,46;8,00;0,00;10,00;0,00;91,57;9,57;21,87;8,20;0,00;0,00;0,00;2,00;8,00;0,00;0,00;0,00;2,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00
2019-05-12;70,00;50,00;5,71;0,00;0,00;32,00;4,00;2,00;8,00;181,48;20,74;28,52;5,19;4,38;106,46;10,21;0,00;0,00;2,00;8,00;2,00;83,73;8,24;42,55;1,37;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-19;52,00;85,22;21,67;0,00;0,00;22,00;2,00;12,00;14,00;223,60;20,80;15,60;5,20;1,49;75,77;11,89;1,49;8,00;2,00;2,00;0,00;112,21;20,53;26,00;9,58;0,00;2,00;2,00;2,00;8,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-26;49,00;47,60;12,60;0,00;12,60;12,00;12,00;4,00;20,00;257,89;23,21;5,16;12,89;10,39;138,09;11,88;0,00;6,00;2,00;8,00;4,00;104,81;8,17;32,67;9,53;0,00;0,00;0,00;0,00;8,00;2,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-02;50,00;64,29;5,71;0,00;4,29;28,00;0,00;2,00;12,00;218,42;31,58;21,05;7,89;4,41;107,35;1,47;1,47;8,00;4,00;4,00;0,00;97,30;12,16;27,03;4,05;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00
2019-06-09;44,00;56,77;4,26;0,00;5,68;34,00;4,00;0,00;16,00;194,12;12,94;12,94;5,18;4,40;112,93;0,00;0,00;2,00;8,00;6,00;2,00;122,38;12,38;23,38;8,25;0,00;2,00;0,00;2,00;8,00;0,00;0,00;0,00;6,00;0,00;4,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00
2019-06-16;51,00;62,33;4,25;0,00;1,42;41,00;10,00;4,00;22,00;196,35;17,85;20,40;5,10;11,66;91,80;7,29;0,00;4,00;2,00;8,00;4,00;115,42;21,47;40,26;4,03;0,00;2,00;0,00;2,00;12,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-23;75,00;66,51;1,42;0,00;1,42;38,00;0,00;4,00;12,00;199,14;18,10;10,34;0,00;10,29;125,00;4,41;0,00;2,00;2,00;2,00;0,00;136,36;21,82;30,00;12,27;0,00;0,00;0,00;0,00;18,00;0,00;0,00;0,00;4,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
