Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2020-12-27;32,00;217,60;12,80;6,40;6,40;5,00;22,00;5,00;6,00;2,00;2,00;1,00;7,00;2,21;6,62;1,10;37,52;1,23;3,69;56,62;1,23;46,55;1,45;1,45;0,73;27,00;9,00;20,00;0,50;25,26;20,21;25,26;6,74;13,00;9,00;8,00
2021-01-03;31,00;204,60;12,40;6,20;6,20;5,00;27,00;23,00;9,00;3,00;4,00;4,00;8,00;1,15;5,74;1,15;45,93;1,29;2,58;50,38;1,29;42,81;1,48;1,48;0,74;31,00;10,00;18,00;1,00;27,56;22,39;20,67;8,61;9,00;8,00;7,00
2021-01-10;31,00;186,00;6,20;3,10;6,20;9,00;26,00;28,00;6,00;3,00;3,00;4,00;7,00;1,11;6,64;2,21;35,43;2,48;1,24;45,88;1,24;45,09;0,70;0,70;0,70;28,00;4,00;19,00;0,50;27,74;19,58;19,58;6,53;11,00;7,00;6,00
2021-01-17;24,00;162,00;6,00;3,00;6,00;5,00;28,00;22,00;4,00;2,00;4,00;3,00;6,00;1,09;5,45;1,09;32,73;1,26;2,53;49,26;1,26;36,71;0,71;0,71;0,71;27,00;4,00;19,00;1,00;25,71;18,86;17,14;5,14;7,00;6,00;6,00
2021-01-24;29,00;188,50;7,25;3,63;7,25;6,00;22,00;10,00;3,00;1,00;2,00;4,00;7,00;1,12;4,46;1,12;41,27;1,26;3,78;40,35;1,26;29,00;0,73;1,45;0,73;32,00;4,00;22,00;0,00;23,88;13,65;15,35;6,82;5,00;10,00;6,00
2021-01-31;32,00;160,00;6,40;3,20;6,40;7,00;26,00;9,00;3,00;1,00;3,00;5,00;4,00;0,57;6,86;2,29;37,71;1,28;2,56;62,72;2,56;34,91;0,73;1,45;0,73;32,00;5,00;19,00;1,00;25,26;16,84;16,84;5,05;7,00;8,00;6,00
2021-02-07;28,00;203,00;7,00;3,50;7,00;6,00;27,00;14,00;3,00;2,00;4,00;4,00;3,00;0,56;5,60;0,56;39,20;2,55;2,55;59,82;1,27;44,21;1,47;1,47;0,74;28,00;7,00;24,00;0,00;24,50;26,25;21,00;8,75;8,00;11,00;4,00
2021-02-14;37,00;222,00;6,17;3,08;30,83;8,00;25,00;13,00;4,00;0,50;2,00;4,00;5,00;1,12;7,85;0,00;41,48;1,23;1,23;50,57;1,23;45,54;0,71;1,42;0,71;32,00;5,00;19,00;1,00;25,23;25,23;21,86;6,73;9,00;10,00;8,00
2021-02-21;44,00;194,86;6,29;3,14;6,29;8,00;27,00;12,00;3,00;1,00;1,00;4,00;6,00;1,13;4,51;1,13;41,74;1,26;1,26;49,03;2,51;48,26;1,42;0,71;0,71;28,00;6,00;23,00;1,00;28,77;25,38;25,38;8,46;5,00;7,00;9,00
2021-02-28;33,00;184,80;6,60;3,30;6,60;8,00;43,00;12,00;4,00;1,00;3,00;4,00;6,00;1,14;14,79;1,14;54,62;1,27;1,27;43,15;3,81;45,91;0,72;0,72;0,72;31,00;9,00;22,00;1,00;22,58;22,58;22,58;6,95;5,00;7,00;6,00
2021-03-07;45,00;244,29;6,43;3,21;64,29;7,00;29,00;15,00;4,00;2,00;3,00;4,00;5,00;0,56;9,00;1,13;54,00;3,75;3,75;50,00;2,50;45,00;1,45;0,73;0,73;26,00;5,00;20,00;0,50;21,67;15,00;23,33;8,33;3,00;7,00;4,00
2021-03-14;35,00;203,00;7,00;7,00;14,00;7,00;27,00;17,00;5,00;1,00;3,00;6,00;9,00;1,13;4,52;1,13;37,26;2,50;2,50;46,25;3,75;45,21;1,46;0,73;0,00;30,00;6,00;22,00;0,50;18,33;20,00;25,00;8,33;3,00;7,00;6,00
2021-03-21;29,00;166,75;7,25;3,63;14,50;6,00;22,00;15,00;5,00;2,00;3,00;4,00;8,00;1,12;4,46;0,56;45,73;2,52;3,78;40,35;1,26;47,85;1,45;1,45;0,00;30,00;6,00;23,00;1,00;22,18;22,18;22,18;6,82;6,00;7,00;6,00
2021-03-28;28,00;189,00;7,00;3,50;7,00;6,00;29,00;13,00;4,00;1,00;3,00;2,00;8,00;0,56;4,48;1,12;36,96;1,27;2,55;39,45;1,27;35,00;1,40;1,40;0,00;29,00;5,00;20,00;1,00;19,76;19,76;16,47;6,59;4,00;6,00;5,00
2021-04-04;27,00;216,00;6,75;3,38;13,50;8,00;18,00;10,00;5,00;1,00;2,00;2,00;8,00;0,56;2,25;0,00;42,75;2,57;2,57;36,00;2,57;36,95;1,42;0,71;0,71;30,00;6,00;15,00;1,00;15,19;20,25;15,19;6,75;3,00;8,00;5,00
2021-04-11;27,00;175,50;6,75;3,38;6,75;6,00;31,00;13,00;4,00;2,00;2,00;2,00;5,00;1,13;3,38;1,13;30,38;2,45;2,45;35,59;1,23;42,63;0,71;1,42;1,42;21,00;5,00;21,00;1,00;18,56;28,69;13,50;6,75;4,00;6,00;7,00
2021-04-18;28,00;203,00;14,00;3,50;7,00;8,00;24,00;13,00;5,00;1,00;2,00;6,00;6,00;2,24;4,48;1,12;33,60;5,09;2,55;39,45;2,55;42,00;0,70;0,70;0,70;25,00;4,00;21,00;0,50;18,12;21,41;19,76;8,24;4,00;7,00;7,00
2021-04-25;38,00;183,67;12,67;6,33;19,00;5,00;26,00;20,00;7,00;1,00;3,00;4,00;11,00;0,56;7,82;1,12;39,12;5,07;1,27;43,07;1,27;46,44;1,41;1,41;0,70;27,00;7,00;21,00;1,00;21,48;19,83;19,83;6,61;5,00;6,00;10,00
2021-05-02;38,00;215,33;6,33;6,33;19,00;9,00;31,00;26,00;10,00;2,00;5,00;5,00;8,00;1,12;7,82;1,12;41,35;3,80;1,27;50,67;3,80;57,00;1,46;0,73;0,73;35,00;6,00;24,00;1,00;31,09;25,91;27,64;12,09;6,00;9,00;10,00
2021-05-09;47,00;235,00;6,71;6,71;26,86;14,00;30,00;18,00;9,00;3,00;3,00;8,00;5,00;1,12;6,71;1,12;51,48;6,18;2,47;58,13;1,24;62,67;1,42;0,71;0,00;41,00;11,00;25,00;1,00;31,89;36,93;26,86;10,07;11,00;11,00;9,00
2021-05-16;61,00;271,11;13,56;6,78;20,33;11,00;35,00;15,00;7,00;2,00;4,00;6,00;9,00;1,13;9,04;2,26;56,48;7,63;3,81;73,71;2,54;76,98;1,45;0,73;0,73;45,00;9,00;32,00;1,00;33,89;30,50;33,89;11,86;8,00;10,00;10,00
2021-05-23;52,00;286,00;13,00;6,50;19,50;12,00;37,00;12,00;14,00;1,00;3,00;8,00;7,00;0,57;11,30;3,39;54,26;8,88;1,27;67,22;2,54;78,00;0,72;0,72;0,72;44,00;9,00;28,00;0,50;36,90;35,23;31,87;10,06;7,00;11,00;11,00
2021-05-30;55,00;316,25;6,88;6,88;27,50;14,00;36,00;11,00;13,00;3,00;5,00;8,00;6,00;1,12;10,10;2,24;49,39;5,00;5,00;70,00;2,50;75,26;2,89;1,45;0,72;47,00;11,00;31,00;2,00;39,53;30,94;30,94;8,59;7,00;10,00;10,00
2021-06-06;53,00;337,88;13,25;6,63;26,50;16,00;34,00;15,00;11,00;2,00;4,00;6,00;9,00;1,13;12,40;2,26;56,38;8,83;3,79;90,86;6,31;100,27;1,43;1,43;0,72;45,00;10,00;25,00;1,00;42,74;37,61;34,19;10,26;5,00;13,00;9,00
2021-06-13;57,00;335,67;6,33;6,33;19,00;15,00;38,00;11,00;11,00;1,00;4,00;9,00;12,00;2,24;10,06;1,12;64,82;8,87;2,53;78,53;6,33;96,90;4,28;1,43;0,71;51,00;15,00;32,00;0,50;46,94;36,88;40,24;10,06;7,00;12,00;12,00
2021-06-20;67,00;348,40;6,70;6,70;20,10;13,00;38,00;16,00;16,00;3,00;4,00;8,00;13,00;13,63;12,49;1,14;64,73;6,32;2,53;82,17;6,32;94,09;0,71;1,43;1,43;51,00;16,00;35,00;1,00;41,88;43,55;35,18;13,40;11,00;8,00;9,00
2021-06-27;66,00;343,20;13,20;6,60;26,40;15,00;43,00;14,00;9,00;2,00;4,00;8,00;10,00;7,97;10,24;3,41;59,17;7,62;3,81;76,15;5,08;100,43;1,43;0,72;1,43;51,00;10,00;34,00;2,00;42,31;45,69;42,31;15,23;9,00;12,00;10,00
2021-07-04;84,00;374,77;12,92;6,46;25,85;14,00;54,00;13,00;11,00;3,00;5,00;9,00;11,00;1,12;11,20;1,12;71,68;8,78;3,76;99,04;5,01;112,47;1,42;1,42;0,71;70,00;11,00;35,00;1,00;52,08;57,12;47,04;16,80;9,00;18,00;13,00
2021-07-11;75,00;347,73;13,64;6,82;20,45;18,00;42,00;13,00;10,00;2,00;4,00;12,00;10,00;2,24;15,67;1,12;63,81;8,75;3,75;96,25;6,25;104,72;1,42;1,42;1,42;55,00;15,00;38,00;0,50;51,67;60,00;35,00;18,33;12,00;14,00;14,00
2021-07-18;70,00;350,00;6,36;6,36;19,09;19,00;43,00;13,00;14,00;4,00;6,00;10,00;14,00;1,13;16,94;2,26;51,94;6,36;8,91;92,91;6,36;105,71;2,86;2,86;1,43;56,00;14,00;32,00;1,00;52,93;54,63;40,98;17,07;13,00;10,00;17,00
2021-07-25;87,00;334,62;6,69;6,69;26,77;23,00;35,00;11,00;12,00;4,00;6,00;12,00;16,00;3,35;17,85;2,23;52,42;11,35;6,30;93,30;7,57;119,80;1,43;0,71;1,43;65,00;13,00;31,00;2,00;45,17;51,87;41,83;16,73;13,00;10,00;14,00
2021-08-01;93,00;365,36;13,29;6,64;33,21;21,00;50,00;13,00;18,00;4,00;6,00;13,00;13,00;3,36;13,45;3,36;54,90;11,31;6,28;87,97;6,28;135,92;1,43;1,43;2,86;63,00;16,00;30,00;1,00;50,73;71,02;45,65;23,67;15,00;11,00;14,00
2021-08-08;96,00;486,40;12,80;12,80;32,00;26,00;35,00;18,00;15,00;3,00;6,00;11,00;14,00;2,26;25,98;3,39;57,60;8,84;5,05;96,00;5,05;143,28;4,30;1,43;1,43;70,00;18,00;30,00;1,00;55,58;67,37;43,79;18,53;14,00;13,00;14,00
2021-08-15;92,00;400,86;13,14;13,14;32,86;17,00;39,00;13,00;13,00;6,00;7,00;12,00;12,00;2,24;22,44;3,37;63,95;10,08;6,30;86,96;7,56;130,81;2,88;1,44;1,44;64,00;16,00;34,00;1,00;56,87;56,87;43,49;10,04;14,00;14,00;16,00
2021-08-22;83,00;344,77;12,77;6,38;19,15;19,00;44,00;19,00;14,00;5,00;6,00;9,00;12,00;3,36;15,70;3,36;63,93;6,29;5,03;83,00;5,03;91,59;1,43;1,43;1,43;59,00;14,00;33,00;1,00;47,43;54,20;40,65;13,55;11,00;12,00;13,00
2021-08-29;70,00;343,64;19,09;12,73;19,09;19,00;49,00;19,00;14,00;5,00;6,00;11,00;15,00;1,13;16,94;2,26;63,23;10,00;6,25;80,00;3,75;94,29;2,86;1,43;1,43;57,00;8,00;30,00;1,00;44,39;51,22;37,56;13,66;7,00;14,00;11,00
2021-09-05;68,00;374,00;20,40;6,80;20,40;17,00;44,00;18,00;18,00;6,00;8,00;12,00;12,00;2,27;17,00;4,53;54,40;7,56;7,56;88,15;3,78;81,02;1,45;1,45;1,45;48,00;12,00;33,00;1,00;39,10;34,00;37,40;11,90;9,00;15,00;11,00
2021-09-12;62,00;372,00;20,67;13,78;20,67;18,00;47,00;18,00;17,00;5,00;6,00;11,00;10,00;2,25;16,91;2,25;62,00;6,33;6,33;118,94;3,80;83,63;2,88;1,44;1,44;49,00;11,00;34,00;2,00;43,57;35,19;40,22;15,08;8,00;14,00;8,00
2021-09-19;58,00;354,44;19,33;12,89;19,33;19,00;52,00;16,00;15,00;6,00;6,00;11,00;15,00;2,23;15,62;3,35;78,08;6,30;7,57;90,78;3,78;77,80;1,41;1,41;1,41;52,00;12,00;33,00;1,00;46,40;31,49;41,43;11,60;10,00;12,00;9,00
2021-09-26;57,00;373,67;25,33;12,67;19,00;23,00;51,00;18,00;14,00;8,00;8,00;12,00;13,00;4,47;17,88;5,59;74,88;6,33;8,87;83,60;6,33;81,23;2,85;2,85;1,43;53,00;8,00;27,00;3,00;38,56;38,56;33,53;8,38;9,00;10,00;10,00
2021-10-03;50,00;306,25;18,75;12,50;18,75;22,00;31,00;17,00;17,00;10,00;5,00;10,00;12,00;7,78;12,22;4,44;60,00;5,00;5,00;70,00;3,75;68,57;1,43;2,86;1,43;45,00;14,00;32,00;1,00;38,33;25,00;30,00;8,33;6,00;10,00;7,00
2021-10-10;49,00;322,00;28,00;14,00;21,00;21,00;31,00;14,00;21,00;11,00;6,00;10,00;15,00;11,40;14,81;4,56;58,12;5,03;7,54;74,13;5,03;66,29;2,88;2,88;1,44;43,00;12,00;33,00;1,00;33,79;23,66;30,41;6,76;5,00;9,00;7,00
2021-10-17;49,00;364,00;28,00;14,00;21,00;21,00;59,00;17,00;18,00;11,00;6,00;12,00;14,00;9,12;13,67;5,70;58,12;5,03;7,54;72,87;5,03;69,18;2,88;1,44;1,44;47,00;10,00;27,00;1,00;33,79;28,72;27,03;6,76;6,00;9,00;8,00
2021-10-24;50,00;343,75;25,00;12,50;18,75;21,00;45,00;18,00;23,00;10,00;8,00;9,00;12,00;12,22;14,44;4,44;66,67;7,50;6,25;82,50;5,00;100,00;2,86;2,86;1,43;44,00;14,00;32,00;2,00;36,67;31,67;33,33;10,00;8,00;7,00;7,00
2021-10-31;42,00;371,00;28,00;14,00;21,00;22,00;55,00;15,00;23,00;14,00;5,00;12,00;15,00;16,58;15,47;3,32;56,37;3,71;8,65;71,65;4,94;69,52;2,90;1,45;1,45;46,00;10,00;30,00;1,00;33,60;26,88;31,92;6,72;7,00;9,00;7,00
2021-11-07;45,00;282,86;32,14;12,86;19,29;25,00;28,00;15,00;19,00;12,00;4,00;9,00;13,00;10,98;10,98;5,49;54,88;3,75;8,75;77,50;3,75;59,06;1,41;2,81;1,41;37,00;11,00;28,00;2,00;31,67;26,67;33,33;6,67;6,00;12,00;6,00
2021-11-14;37,00;259,00;24,67;6,17;18,50;19,00;26,00;11,00;14,00;9,00;6,00;9,00;12,00;10,09;8,97;3,36;58,30;2,55;5,10;72,72;3,83;49,81;1,42;1,42;1,42;34,00;9,00;32,00;1,00;25,23;25,23;25,23;6,73;6,00;9,00;5,00
2021-11-21;37,00;259,00;24,67;6,17;12,33;16,00;42,00;13,00;11,00;9,00;5,00;7,00;11,00;8,97;8,97;2,24;57,18;2,55;6,38;66,34;2,55;49,81;1,42;1,42;1,42;34,00;9,00;28,00;1,00;21,86;21,86;23,55;3,36;4,00;6,00;4,00
2021-11-28;33,00;244,20;19,80;6,60;13,20;11,00;25,00;9,00;10,00;9,00;4,00;6,00;9,00;6,60;7,70;2,20;59,40;2,44;3,67;56,22;2,44;45,91;1,43;1,43;1,43;38,00;8,00;22,00;1,00;24,75;21,45;16,50;4,95;4,00;6,00;6,00
2021-12-05;40,00;253,33;13,33;6,67;13,33;15,00;25,00;12,00;10,00;6,00;2,00;8,00;11,00;7,78;7,78;2,22;67,78;2,50;6,25;57,50;2,50;35,71;1,43;1,43;0,71;36,00;10,00;28,00;0,50;25,00;20,00;21,67;6,67;3,00;8,00;7,00
2021-12-12;37,00;265,17;18,50;6,17;12,33;17,00;26,00;13,00;9,00;7,00;4,00;12,00;11,00;8,97;10,09;3,36;66,15;2,55;6,38;58,69;3,83;74,00;1,42;1,42;1,42;35,00;8,00;29,00;0,50;26,91;18,50;23,55;8,41;5,00;7,00;4,00
2021-12-19;40,00;286,67;13,33;6,67;20,00;14,00;27,00;11,00;13,00;8,00;4,00;13,00;11,00;8,89;8,89;2,22;60,00;2,50;3,75;58,75;3,75;44,29;1,43;1,43;0,71;36,00;12,00;23,00;1,00;28,33;21,67;23,33;6,67;5,00;8,00;5,00
2021-12-26;45,00;308,57;19,29;6,43;19,29;18,00;26,00;14,00;16,00;13,00;5,00;9,00;14,00;12,38;10,13;2,25;47,25;5,00;5,00;62,50;2,50;52,03;1,41;1,41;2,81;30,00;14,00;25,00;1,00;28,33;25,00;30,00;6,67;4,00;9,00;5,00
