Semaine;Nice (FR);reta (SI);Agadir (MA);Djerba (TN);Corfu (GR);Santorini Island (GR);Faro (PT);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2020-09-13;12,00;0,00;12,00;6,67;0,00;98,40;33,60;0,00;42,00;60,00;6,00;6,00;0,00;0,00;0,00;6,55;6,55;6,55;12,00;0,00;12,00;0,00;0,00;0,00;6,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-20;18,00;0,00;6,00;0,00;6,43;81,00;6,75;0,00;0,00;60,00;0,00;12,00;0,00;6,00;0,00;11,65;0,00;6,35;0,00;0,00;10,80;7,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-27;18,00;0,00;0,00;0,00;0,00;31,50;31,50;0,00;6,00;18,00;6,00;0,00;0,00;0,00;6,00;6,35;6,35;0,00;11,65;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-04;6,00;0,00;18,00;0,00;6,00;22,00;18,00;0,00;12,00;30,00;6,00;12,00;6,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;6,00;0,00
2020-10-11;0,00;0,00;13,00;5,00;0,00;3,00;3,00;0,00;4,00;5,00;0,00;0,00;0,00;0,00;0,00;6,00;6,00;19,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-18;12,00;0,00;6,00;0,00;12,00;18,00;6,00;6,00;0,00;12,00;0,00;0,00;12,00;0,00;0,00;12,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00
2020-10-25;55,00;0,00;6,00;0,00;6,25;25,38;12,69;0,00;10,00;25,00;0,00;6,00;6,00;0,00;0,00;6,11;0,00;6,11;6,11;0,00;6,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00
2020-11-01;6,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-08;18,00;0,00;12,00;6,00;0,00;40,00;0,00;4,50;9,00;18,00;4,50;0,00;0,00;0,00;0,00;12,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-15;0,00;0,00;0,00;0,00;5,00;14,00;9,00;0,00;1,00;2,00;0,00;6,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00;2,00;0,00;6,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-22;35,00;0,00;0,00;0,00;0,00;35,00;6,18;0,00;10,00;5,00;0,00;0,00;6,00;0,00;0,00;6,18;6,18;6,18;0,00;0,00;17,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-29;6,00;0,00;24,00;0,00;0,00;40,00;0,00;0,00;0,00;12,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2020-12-06;6,00;0,00;12,00;0,00;12,00;46,00;18,00;0,00;12,00;6,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-13;18,00;0,00;0,00;0,00;0,00;12,00;18,00;0,00;9,00;9,00;4,50;0,00;6,00;0,00;0,00;6,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-20;13,00;0,00;0,00;0,00;6,50;39,00;6,50;0,00;4,33;4,33;0,00;0,00;6,00;0,00;6,00;13,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-27;7,00;0,00;13,00;7,00;14,00;21,00;14,00;0,00;0,00;7,00;0,00;0,00;13,00;0,00;7,00;22,17;0,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-03;30,00;0,00;18,00;6,25;6,25;6,43;12,86;0,00;10,00;25,00;5,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;6,21;0,00;6,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-10;6,00;0,00;6,00;0,00;6,00;24,00;6,00;0,00;24,00;6,00;12,00;6,00;6,00;6,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00
2021-01-17;0,00;0,00;12,00;5,00;19,00;14,00;0,00;0,00;6,00;0,00;0,00;6,00;6,00;6,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-24;0,00;0,00;6,00;0,00;9,00;11,00;6,00;0,00;1,00;2,00;0,00;0,00;18,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-31;0,00;0,00;6,00;0,00;0,00;26,00;6,00;0,00;5,00;1,00;0,00;0,00;6,00;0,00;0,00;12,00;0,00;6,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-07;0,00;0,00;12,00;5,00;24,00;26,00;0,00;1,00;2,00;6,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-14;6,00;0,00;0,00;0,00;12,00;30,00;0,00;0,00;6,00;12,00;0,00;25,00;0,00;6,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-21;43,00;0,00;18,00;6,32;12,65;68,80;0,00;0,00;0,00;21,50;0,00;0,00;6,00;6,00;0,00;18,43;6,14;0,00;12,29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-28;13,00;0,00;6,00;6,50;6,50;26,00;0,00;6,50;13,00;6,50;0,00;6,00;6,00;0,00;0,00;19,50;6,50;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-07;12,00;0,00;19,00;0,00;12,00;48,00;0,00;0,00;12,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-14;6,00;0,00;24,00;0,00;22,80;34,00;0,00;0,00;0,00;12,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-21;13,00;0,00;7,00;0,00;13,00;47,67;19,50;0,00;13,00;21,67;0,00;20,00;0,00;0,00;0,00;26,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-28;7,00;0,00;7,00;0,00;0,00;30,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;13,00;13,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-04;13,00;0,00;13,00;0,00;13,00;39,00;13,00;0,00;6,50;6,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-11;25,00;0,00;0,00;6,25;31,25;41,67;25,00;5,00;5,00;5,00;5,00;0,00;6,00;0,00;0,00;0,00;0,00;12,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-18;0,00;0,00;6,00;0,00;15,00;6,00;0,00;2,00;2,00;2,00;1,00;0,00;12,00;0,00;12,00;6,00;0,00;12,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-25;12,00;0,00;6,00;0,00;12,00;68,00;18,00;0,00;12,00;30,00;0,00;6,00;0,00;0,00;0,00;17,00;0,00;17,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-02;13,00;0,00;13,00;6,50;13,00;39,00;13,00;0,00;32,50;6,50;6,50;0,00;0,00;0,00;0,00;6,50;0,00;0,00;0,00;0,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00
2021-05-09;18,00;0,00;6,00;0,00;12,00;76,00;6,00;0,00;9,00;9,00;4,50;6,00;6,00;6,00;0,00;12,00;0,00;12,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-16;0,00;0,00;6,00;20,00;20,00;54,00;15,00;1,00;0,00;8,00;0,00;6,00;0,00;0,00;0,00;12,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-23;13,00;0,00;13,00;6,50;72,80;71,50;19,50;13,00;13,00;43,33;0,00;0,00;0,00;6,00;0,00;33,58;20,58;27,08;6,50;0,00;0,00;0,00;6,00;0,00;6,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-30;25,00;0,00;0,00;6,25;37,50;56,25;56,25;0,00;35,00;25,00;5,00;13,00;6,00;0,00;0,00;6,25;0,00;18,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-06;39,00;0,00;7,00;6,29;12,58;127,26;24,63;4,88;48,75;63,38;0,00;0,00;20,00;7,00;0,00;19,50;0,00;52,34;13,34;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-13;32,00;0,00;6,00;0,00;12,80;153,60;32,00;5,33;32,00;53,33;10,67;6,00;6,00;0,00;0,00;6,19;0,00;25,81;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;6,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-20;14,00;0,00;34,00;14,00;34,36;163,33;60,67;18,67;88,67;42,00;0,00;0,00;7,00;0,00;7,00;0,00;0,00;0,00;14,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-27;27,00;0,00;27,00;0,00;61,71;164,08;12,46;16,20;70,20;54,00;27,00;0,00;33,00;0,00;0,00;19,73;27,00;6,23;13,50;0,00;6,75;0,00;0,00;0,00;7,00;0,00;0,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-04;47,00;0,00;7,00;0,00;47,00;108,95;21,36;15,67;67,89;47,00;5,22;0,00;7,00;7,00;0,00;13,28;20,43;7,15;7,15;0,00;6,71;0,00;7,00;0,00;7,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-11;61,00;0,00;14,00;6,35;48,29;161,97;54,69;15,25;61,00;55,92;5,08;20,00;20,00;20,00;0,00;20,68;40,32;26,88;13,44;0,00;0,00;0,00;20,00;7,00;0,00;7,00;7,00;7,00;7,00;0,00;7,00;0,00;0,00;0,00;0,00
2021-07-18;20,00;0,00;7,00;0,00;40,00;136,00;26,00;5,00;95,00;80,00;25,00;7,00;20,00;14,00;7,00;20,00;20,00;53,00;13,00;0,00;13,33;0,00;7,00;0,00;0,00;0,00;7,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-25;47,00;0,00;7,00;6,35;60,97;87,59;34,18;5,22;83,56;52,22;0,00;7,00;27,00;7,00;13,00;39,85;13,28;6,13;13,28;0,00;26,86;0,00;13,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-01;54,00;0,00;7,00;0,00;27,63;159,92;66,46;4,91;103,09;78,55;4,91;7,00;14,00;27,00;7,00;33,62;13,25;39,74;0,00;0,00;6,75;0,00;14,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00
2021-08-08;42,00;0,00;14,00;0,00;61,76;210,00;84,00;0,00;63,00;63,00;5,25;21,00;14,00;21,00;7,00;7,17;0,00;34,83;20,49;0,00;0,00;7,00;21,00;14,00;7,00;0,00;0,00;0,00;14,00;7,00;0,00;0,00;0,00;0,00;0,00
2021-08-15;69,00;0,00;0,00;0,00;69,00;135,91;41,82;15,92;47,77;116,77;5,31;7,00;41,00;21,00;7,00;20,60;7,21;61,79;20,60;0,00;13,80;0,00;7,00;0,00;7,00;0,00;7,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00
2021-08-22;58,00;0,00;0,00;7,57;73,13;176,15;30,07;5,27;36,91;84,36;5,27;7,00;14,00;0,00;0,00;14,50;14,50;43,50;0,00;0,00;6,82;0,00;7,00;0,00;0,00;0,00;7,00;7,00;7,00;0,00;7,00;0,00;0,00;0,00;0,00
2021-08-29;50,00;0,00;0,00;13,75;85,00;106,25;35,42;15,00;50,00;55,00;15,00;0,00;14,00;14,00;14,00;35,71;7,14;7,14;0,00;0,00;0,00;0,00;7,00;7,00;0,00;0,00;0,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-05;67,00;0,00;0,00;0,00;45,51;73,28;43,97;5,15;77,31;51,54;5,15;15,00;22,00;0,00;0,00;44,32;29,89;14,43;7,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-12;36,00;0,00;7,00;7,71;29,57;99,53;27,53;0,00;5,14;51,43;20,57;0,00;7,00;7,00;7,00;34,97;14,40;34,97;7,20;0,00;7,20;0,00;14,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-19;35,00;0,00;7,00;0,00;55,00;65,63;28,44;0,00;25,00;70,00;20,00;14,00;28,00;7,00;0,00;7,21;0,00;20,59;7,21;0,00;7,00;0,00;7,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-26;35,00;0,00;21,00;13,75;21,25;82,35;20,59;0,00;20,00;55,00;0,00;0,00;14,00;0,00;7,00;14,41;7,21;20,59;0,00;0,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-03;53,00;0,00;21,00;0,00;26,50;99,64;36,04;10,60;26,50;84,80;0,00;5,00;0,00;5,00;0,00;5,20;0,00;10,39;0,00;0,00;21,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-10;25,00;0,00;20,00;0,00;25,00;93,75;14,58;10,00;20,00;115,00;0,00;10,00;0,00;0,00;0,00;15,00;0,00;15,00;0,00;0,00;3,57;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-17;14,00;0,00;14,00;5,09;28,00;76,00;22,00;4,67;23,33;37,33;4,67;5,00;0,00;0,00;9,00;18,00;0,00;9,00;14,00;3,50;49,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-24;9,00;0,00;47,00;0,00;9,00;45,00;24,75;4,50;22,50;54,00;0,00;5,00;0,00;9,00;14,00;5,00;5,00;18,00;9,00;0,00;24,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-31;29,00;0,00;72,00;13,87;10,09;29,00;18,64;0,00;29,00;38,67;4,83;0,00;5,00;5,00;0,00;9,32;14,50;14,50;0,00;0,00;47,13;0,00;14,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2021-11-07;29,00;0,00;15,00;5,04;18,91;14,50;47,64;0,00;14,50;48,33;0,00;15,00;0,00;0,00;0,00;14,50;9,32;5,18;19,68;0,00;64,44;3,22;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00
2021-11-14;28,00;0,00;28,00;0,00;4,87;38,77;4,31;0,00;28,00;70,00;0,00;0,00;9,00;5,00;0,00;0,00;9,00;0,00;0,00;0,00;66,50;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-11-21;9,00;0,00;9,00;0,00;23,14;42,75;20,25;4,50;4,50;36,00;0,00;14,00;0,00;0,00;5,00;4,00;9,00;4,00;4,00;3,00;84,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-11-28;33,00;0,00;28,00;5,08;5,08;14,44;18,56;0,00;38,50;132,00;0,00;5,00;0,00;5,00;0,00;5,16;5,16;14,44;0,00;0,00;181,50;0,00;5,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-12-05;21,00;0,00;5,00;5,25;10,50;56,70;10,50;5,25;15,75;57,75;0,00;10,00;5,00;0,00;0,00;5,25;0,00;5,25;5,25;0,00;350,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-12-12;26,00;0,00;16,00;0,00;4,95;43,33;26,00;5,20;46,80;57,20;0,00;5,00;5,00;5,00;0,00;15,00;5,00;5,00;0,00;0,00;71,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-12-19;6,00;0,00;6,00;0,00;0,00;40,00;12,00;0,00;30,00;48,00;0,00;0,00;6,00;0,00;6,00;0,00;0,00;6,00;6,00;0,00;69,00;0,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-12-26;14,00;0,00;7,00;7,00;14,00;42,00;6,00;0,00;28,00;32,67;0,00;7,00;0,00;0,00;0,00;0,00;0,00;14,00;7,00;0,00;73,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
